,2mem_BtCv_12pt5hr-2,2mem_BtCv_12pt5hr-3,2mem_BtCv_12pt5hr-4,2mem_BtCv_25hr-2,2mem_BtCv_25hr-3,2mem_BtCv_25hr-4,2mem_BtCv_30hr-2,2mem_BtCv_30hr-3,2mem_BtCv_30hr-4,2mem_BtCv_35hr-2,2mem_BtCv_35hr-3,2mem_BtCv_35hr-4,2mem_BtCv_40hr-2,2mem_BtCv_40hr-3,2mem_BtCv_40hr-4,2mem_BtCv_45hr-2,2mem_BtCv_45hr-3,2mem_BtCv_45hr-4,2mem_BtPs_12pt5hr-2,2mem_BtPs_12pt5hr-3,2mem_BtPs_12pt5hr-4,2mem_BtPs_25hr-2,2mem_BtPs_25hr-3,2mem_BtPs_25hr-4,2mem_BtPs_30hr-2,2mem_BtPs_30hr-3,2mem_BtPs_30hr-4,2mem_BtPs_35hr-2,2mem_BtPs_35hr-3,2mem_BtPs_35hr-4,2mem_BtPs_40hr-2,2mem_BtPs_40hr-3,2mem_BtPs_40hr-4,2mem_BtPs_45hr-2,2mem_BtPs_45hr-3,2mem_BtPs_45hr-4,2mem_CvPs_12pt5hr-2,2mem_CvPs_12pt5hr-3,2mem_CvPs_12pt5hr-4,2mem_CvPs_25hr-2,2mem_CvPs_25hr-3,2mem_CvPs_25hr-4,2mem_CvPs_30hr-2,2mem_CvPs_30hr-3,2mem_CvPs_30hr-4,2mem_CvPs_35hr-1,2mem_CvPs_35hr-2,2mem_CvPs_35hr-3,2mem_CvPs_35hr-4,2mem_CvPs_40hr-2,2mem_CvPs_40hr-3,2mem_CvPs_40hr-4,2mem_CvPs_45hr-2,2mem_CvPs_45hr-3,2mem_CvPs_45hr-4,3mem_Full_12pt5hr-1,3mem_Full_12pt5hr-2,3mem_Full_12pt5hr-3,3mem_Full_12pt5hr-4,3mem_Full_25hr-2,3mem_Full_25hr-3,3mem_Full_25hr-4,3mem_Full_30hr-2,3mem_Full_30hr-3,3mem_Full_30hr-4,3mem_Full_35hr-2,3mem_Full_35hr-3,3mem_Full_35hr-4,3mem_Full_40hr-2,3mem_Full_40hr-3,3mem_Full_40hr-4,3mem_Full_45hr-2,3mem_Full_45hr-3,3mem_Full_45hr-4
Label,BtCv_1,BtCv_1,BtCv_1,BtCv_2,BtCv_2,BtCv_2,BtCv_3,BtCv_3,BtCv_3,BtCv_4,BtCv_4,BtCv_4,BtCv_5,BtCv_5,BtCv_5,BtCv_6,BtCv_6,BtCv_6,BtPs_1,BtPs_1,BtPs_1,BtPs_2,BtPs_2,BtPs_2,BtPs_3,BtPs_3,BtPs_3,BtPs_4,BtPs_4,BtPs_4,BtPs_5,BtPs_5,BtPs_5,BtPs_6,BtPs_6,BtPs_6,CvPs_1,CvPs_1,CvPs_1,CvPs_2,CvPs_2,CvPs_2,CvPs_3,CvPs_3,CvPs_3,CvPs_4,CvPs_4,CvPs_4,CvPs_4,CvPs_5,CvPs_5,CvPs_5,CvPs_6,CvPs_6,CvPs_6,Full_1,Full_1,Full_1,Full_1,Full_2,Full_2,Full_2,Full_3,Full_3,Full_3,Full_4,Full_4,Full_4,Full_5,Full_5,Full_5,Full_6,Full_6,Full_6
2.887281576/238.1080839,0.9829045,1.9783101,0.6830363,2.5352875,2.0031305,1.8818859,3.255852,1.9137855,2.4545372,2.7756946,1.5186351,2.867538,4.4268783,2.8694916,3.3911962,4.5885692,2.4989438,3.906842,1.3490239,1.5610709,0.7025573,2.4210304,1.9537017,1.3181514,2.5849103,2.032162,1.8851087,2.2889468,2.3515495,2.0590485,1.5717221,2.5408341,2.23021,2.9030862,1.3339119,3.2401671,0.1422377,0.1459435,0.1433627,0.1397062,0.1398517,0.489212,0.1400188,0.1413148,0.6657232,0.1199877,0.1390998,2.6568241,0.3887869,0.144374,0.1604651,0.3678828,0.1467463,0.1517399,0.1373998,1.0251877,1.2208772,0.3954607,0.3450978,1.7098241,1.7965392,1.997872,1.6929502,1.9543349,2.2318972,1.9528196,2.3424955,2.2529152,1.4365598,2.2417043,2.2867306,2.6906195,2.7102115,2.5058401
4.421638414/500.1889634,3.4559285,2.9555815,2.7759539,4.4836187,3.5815194,3.9003694,5.7390584,4.7773124,4.8378085,6.3484258,5.7002911,5.6697042,7.9142454,6.7903937,6.5998355,8.856319,7.1798582,7.1262945,3.3629381,3.0646608,2.7280838,4.4282998,3.7423153,3.5504429,5.6828602,4.6065224,4.4964267,6.3392431,5.8681178,5.3327103,7.1271092,6.6424555,6.1084925,7.5480359,4.1901702,6.6621656,0.5315531,0.5454023,1.0617026,0.8927665,0.5226366,1.5576375,0.5232612,0.5281043,1.7889585,0.4484034,0.5198269,5.5406877,1.024416,0.539537,0.5996704,1.2308736,0.5484024,0.5670636,0.5134738,3.5839831,2.9193799,2.5640582,2.449769,3.9141291,3.0992277,3.9376414,4.5791409,3.5104463,4.7078193,4.9734172,4.1577102,5.2524347,6.2132001,3.8854924,5.7430836,6.1863194,4.7702341,6.4261798
2.808404958/293.1140317,3.0230292,2.978416,2.4547846,4.8587143,4.2774531,4.2453474,5.8569034,5.3793673,5.0671589,6.3540843,6.3578263,5.5375321,7.9137644,6.9772387,5.8626802,8.5804299,7.3689316,6.2728541,2.9497624,2.5933518,2.6045604,4.6655562,4.4865797,4.6237382,5.7985993,5.7695308,5.3970975,6.2411226,6.0723398,6.1590858,7.1000689,6.9760932,6.4761817,7.4092998,4.4772856,6.6608704,0.831052,1.0163152,0.9962142,1.2729227,1.313117,1.8407414,1.1033172,1.6298689,1.8747108,1.4922843,1.7448312,5.0057021,1.755843,1.7389396,2.0549031,1.9131109,1.9815263,2.1311425,1.8156959,3.5111187,2.9888058,2.6583191,2.4472042,4.9553001,4.5335411,5.353317,6.1261593,4.7467972,5.7788241,5.8521421,5.5838625,6.0535919,6.8437562,4.9416996,6.1688951,7.1469958,5.8600249,6.5773023
2.867249159/438.1009044,2.8111177,3.1000647,3.3763254,5.9095894,3.9534501,4.9201763,7.2048797,4.5973931,5.8461076,7.6851928,5.2735702,6.327714,9.4535422,5.5093945,6.8364622,10.1276851,5.764533,7.0331926,2.844095,3.0021221,2.9258181,4.3415226,4.4207998,5.541358,5.4309411,5.1459164,6.4209905,5.7422722,5.5478354,7.1721304,6.4379357,6.3576724,7.5570944,6.7990581,3.9738409,7.8542666,0.5411779,0.3840958,1.4675285,1.2816238,0.2070091,2.0992044,0.2072565,0.4865447,2.1577041,0.1776063,0.2058962,5.335476,1.3979391,0.3743957,0.2375211,1.3751509,0.39451,0.224606,0.2033798,5.1143172,4.1169009,3.3694559,3.1889892,5.6455913,4.9361749,5.6374888,6.7464006,4.9998598,6.1297195,6.4921301,5.6844761,6.3679601,7.3274908,5.0929912,6.3597175,7.5181489,5.7132061,6.7517558
4.695507251/502.1868382,3.9858942,3.0510249,2.878776,4.9164703,3.2702472,3.801799,5.6385265,4.224601,4.5445691,6.1734524,5.2129046,5.388691,7.3530379,6.1431747,6.0546179,7.9694513,6.50122,6.8943766,3.8290955,3.0800476,2.5395683,4.7431976,3.5070512,3.36948,5.7560625,4.5492826,4.1380645,6.4506632,5.8200871,4.9512239,7.4676785,6.3268584,5.4619684,7.8180585,4.0675058,5.8602511,0.438605,0.4500325,0.9369332,0.7366561,0.4312476,1.6055252,0.4317631,0.4357592,1.3808914,0.369995,0.4289292,5.6677406,1.0951306,0.4451928,0.4948112,1.2508317,0.452508,0.4679061,0.4236871,3.272445,3.3161766,2.3843405,2.2470812,3.9712531,3.9174869,3.88408,4.484158,4.0685025,4.6654823,4.7666348,4.9826965,5.3160492,6.4209981,5.1380369,5.6976671,6.172908,5.7664304,5.5257534
6.106207828/578.3554311,2.4653984,2.7405571,2.7810319,3.2041973,3.5490964,3.2617518,3.4725273,3.7006209,3.7316481,3.4104277,4.0377149,3.8103424,4.0576061,4.127939,4.1587388,4.148994,4.2414586,4.2147545,2.5625626,2.9292187,2.726609,3.3017012,3.9731189,3.8138464,3.9427432,4.0962008,3.8464132,3.7410412,3.8936682,4.0441558,3.935903,4.1163082,4.2021065,4.3297771,3.6447711,4.4967641,0.1871265,0.1920019,1.1257574,0.5951161,0.1839875,1.3372684,0.1842074,0.1859124,1.3689704,0.1578547,0.1829984,4.5273327,0.514417,0.1899371,0.2111063,0.6737112,0.1930581,0.1996275,0.1807619,3.2832726,2.6781545,2.7917043,2.5459331,3.2874022,3.8657036,3.8370106,3.5579319,3.7215201,3.9207136,3.5088387,4.0815085,3.8603563,3.5993145,3.5639838,4.0394384,4.1732299,4.146148,4.0999768
3.770998142/421.0932149,2.5172717,2.156667,1.7026108,3.9177553,2.5167741,2.8209925,4.4907323,3.0519974,3.3718583,4.2045181,3.0611801,3.9294294,5.5446206,4.3435009,4.1039045,5.8921396,4.1505683,4.6373065,1.8794552,2.4972537,1.53219,4.4800223,3.2928064,2.2548833,5.1677783,2.5636519,2.7132979,5.1769611,3.3047416,3.1642847,5.8650325,3.7956382,3.5542092,6.7642754,3.3501968,4.6087895,0.2066797,0.2120646,0.2083145,0.4096474,0.2032128,0.8420461,0.2034556,0.2053387,0.9990564,0.1743493,0.2021203,5.5202005,0.2015938,0.209784,0.2331652,0.2004907,0.2132311,0.220487,0.1996501,1.2777168,1.9011947,0.9158662,0.7514784,2.33567,1.7787585,2.5666738,2.9373362,2.1129267,2.9410284,2.4915467,2.0460242,3.1588673,3.6340617,2.1713185,3.6385278,3.5601236,2.5464445,3.9094442
5.045009673/666.1196145,3.5182966,3.0270544,2.491117,3.7029458,3.2545142,2.5393543,3.84192,3.6013996,3.177329,4.0636009,3.7811185,3.4417286,4.7759803,4.1379039,2.8586288,4.8040332,4.1866989,3.2359185,3.5324058,2.9364129,2.7515497,3.9761783,3.6384296,2.9637174,4.7011714,3.6559631,2.503074,4.4193542,4.5257186,3.7216246,5.8381781,5.1493707,3.8551945,4.9442937,3.8995457,4.0774849,0.440734,0.452217,1.1153606,0.7402319,0.4333409,1.4348088,0.4338588,0.4378744,1.4601676,0.371791,0.4310113,3.7918868,0.9176177,0.4473538,0.4972131,0.7701443,0.4547045,0.4701773,0.4257437,3.9848036,3.1760922,3.4022952,2.2700718,3.5129084,3.9360796,3.1478386,4.295151,3.6269605,3.3979504,4.4216727,4.713538,3.5702873,4.7987777,4.3365749,3.8386672,4.8443399,4.4180714,4.4379892
4.294494118/333.0431269,2.9931528,3.1462041,2.7946646,4.947981,4.0663347,4.0025418,5.8341,5.0488118,4.7902316,6.0259449,5.6956433,5.3233982,7.2072569,6.2029054,5.7593454,7.5675591,6.4846985,6.0597535,2.8848352,3.1779432,2.6317934,4.5196584,4.1788703,4.1095792,5.6411497,4.8507162,4.6833257,5.6714884,5.2186821,5.2129436,5.7816157,5.7910858,5.708777,6.2991788,3.1186411,5.7292168,0.6176828,0.6337759,1.1349438,1.0773358,0.6073214,1.7574452,0.6080473,0.6136751,1.7785562,0.52106,0.6040564,4.7147542,1.1413419,0.6269602,0.6968374,1.024594,0.6372622,0.6589471,0.596674,3.4446107,3.0284915,3.0887468,2.5497601,5.2034276,4.9609125,4.8170806,6.387373,5.4713977,5.5224087,6.5090074,6.1963872,5.8572257,7.3730827,5.9413398,6.0318022,7.8549966,6.7409984,6.1997436
4.695277618/609.1718188,4.5475493,2.7388515,2.7868868,4.2602007,2.5882772,3.5448665,4.4746574,3.2456859,3.798208,5.1874684,3.7660806,4.4028214,5.6206397,4.2017054,4.7257613,6.7329605,4.3395507,5.3051064,4.2007167,2.5810942,2.5914861,5.4085558,3.0325224,3.1492056,4.9256648,3.3598169,4.1485592,7.0953333,4.4828742,4.3557782,6.870541,5.1852977,4.7836652,5.9807007,4.2342772,4.777845,0.4617027,0.4737319,1.0593759,1.6597885,0.4539578,1.7377285,0.4545004,0.458707,1.879887,0.3894795,0.4515173,3.8988356,1.1394144,0.4686374,0.5208688,1.289164,0.4763378,0.4925468,0.4459991,4.7364198,4.8680115,2.5429547,2.5362002,5.2760429,4.0778742,3.654703,4.5334629,3.6773534,4.1623989,5.4453611,4.7296434,4.6955548,7.4512997,4.9815904,4.7584768,6.1739365,4.4845438,5.0574874
4.058774826/530.1626705,3.5622662,3.0217826,3.3631094,4.9645215,4.1464889,4.2796418,6.3595135,5.7011138,5.6321062,6.9728717,6.7464173,6.515233,8.7727119,7.95947,7.0744714,9.3516646,8.3296989,7.8623268,3.5855949,3.6964941,2.7863444,4.7375645,4.0473534,3.6055407,6.0863371,4.959926,4.180954,7.0275827,6.1739694,4.7916762,7.6248213,6.8816098,5.123959,8.3373286,4.2185801,5.3341768,0.3510551,0.3602015,1.2925344,0.3448073,0.3451663,1.6431942,0.3455788,0.3487774,1.8594867,0.2961403,0.3433107,6.8900228,0.6021778,0.3563279,0.396042,0.5823198,0.3621829,0.3745074,0.3391149,3.7374048,3.0948014,2.4410794,2.4314939,3.4918609,3.2048268,4.1916554,3.9612227,3.3185775,5.1525425,4.0661723,3.8243151,5.5897155,4.9870058,3.3914134,5.7709753,4.7013878,4.1060326,5.9356969
2.874284113/472.0806472,2.4265374,3.0303293,3.3265852,5.3080623,3.9613974,4.7891515,6.8423371,4.6567127,5.9587673,6.9625329,5.3983145,6.3243104,9.1107447,5.6439495,6.9164761,10.0153133,5.9536309,7.0692133,2.5168969,2.908573,2.811774,3.7382803,4.3321434,5.431812,4.8146413,5.2567166,6.0146824,4.8121805,4.9490453,6.8979977,5.2433872,5.7543338,7.2255239,6.2112449,3.1147705,7.7324957,0.612222,0.3673577,1.4432243,1.160404,0.3520238,2.050618,0.3524445,0.3557066,2.0994881,0.3020238,0.3501313,5.5631687,1.3694589,0.3634071,0.4039103,1.065611,0.3693785,0.3819478,0.3458522,4.1316459,3.2730136,2.9589941,2.9173343,4.6564452,4.3234221,5.4868797,5.8315844,4.5082358,5.9255215,5.5935205,4.836423,6.0386904,6.0856811,4.2697585,6.164418,6.8021835,5.5504388,6.3337605
6.203188359/536.2106354,2.7943416,2.3700332,2.7034756,3.0645917,2.6759114,2.4659068,3.5652998,3.1872132,2.9266833,3.8658527,3.7559166,3.0780661,4.7510588,4.280188,3.2780181,4.7458567,4.5377709,3.1021242,2.4639993,2.6625015,2.2479267,2.9752343,3.0356976,2.3155266,4.0496146,3.7607392,2.4591612,4.4717914,4.1923495,2.7659264,4.6226125,4.4645128,2.9942629,5.9499379,3.0675631,2.7218311,0.2027194,0.208001,0.7012652,0.4665296,0.1993189,0.9173709,0.1995571,0.2014041,1.0375461,0.1710084,0.1982473,5.714871,0.4247962,0.2057642,0.2286974,0.4783009,0.2091452,0.2162621,0.1958244,2.2657962,1.889235,1.4351694,1.6321624,1.107502,1.3972767,1.828591,1.53031,1.3908807,2.1531227,1.7286977,1.5536923,2.5000672,2.3001398,1.4540452,2.5310223,1.9627407,1.5179515,2.2292541
3.018579934/379.0273574,2.6108018,2.7018652,1.7065701,2.6460586,3.5081167,2.940465,3.1911637,4.0019031,3.4934495,3.214881,4.5354671,3.8600535,3.6580315,4.8204131,3.6627191,3.7940416,4.9120257,4.1652866,2.4397271,2.2222628,2.1500888,2.9338666,2.3544261,2.2942792,3.0410688,2.7305266,2.4758145,2.8430213,2.4524564,2.8530977,2.9150162,2.6822544,2.9376904,3.0206551,1.2809561,3.3864222,0.4476354,0.4592981,0.451176,0.4396687,0.4401265,0.75426,0.4406525,0.444731,0.4301376,0.3776127,0.4377603,2.9466508,0.4366201,0.4543588,0.5049988,0.4342309,0.4618246,0.4775397,0.4324103,2.7555866,2.5912101,1.8989823,2.1330772,2.9736567,2.99683,3.2750495,3.0646118,2.4112304,3.3491223,2.7460668,3.4179279,3.265354,3.4994209,2.2616466,3.1050492,3.6585455,3.5935284,3.5072083
4.698809478/684.0753943,4.0903455,3.2090564,2.9657981,4.4932394,3.1484804,3.2217393,4.5741348,3.7290024,3.8024791,5.0705127,4.2352365,4.1625572,5.8369476,4.7183495,3.4716132,5.8933541,4.823048,4.36473,4.0535115,3.1576136,2.8908615,4.7753754,3.621348,3.3241521,5.5652242,3.9992073,3.0494368,5.5217676,5.1928765,4.4354154,6.6010051,5.5192308,4.6063223,6.1216714,4.4517833,4.8160642,0.5281478,0.2832604,1.5195078,1.7766818,0.2714368,1.5250018,0.2717613,0.2742765,2.1472815,0.2328831,0.2699776,4.307229,1.3941759,0.2802142,0.3114452,1.4796278,0.2848186,0.2945105,0.4560131,4.14137,3.6702349,3.2923241,2.2203072,4.0722543,4.5221297,3.6914465,4.6843161,4.1949389,3.9791788,4.6369212,5.2231164,4.3298894,5.6149793,5.0891631,4.5617726,5.5077742,4.895166,4.9510876
2.768800469/559.1126876,3.7582119,4.8665009,4.8104696,5.4400949,5.7175289,5.8860339,6.1228528,5.9412687,5.9997454,5.0344474,6.4080315,5.2521293,5.916793,5.727478,3.8906744,5.9023658,5.4058215,3.8139215,3.7898553,4.4069782,4.4650523,4.3309539,5.3836085,6.0310105,4.5984334,6.2625797,5.0052348,3.6382197,4.0402003,4.894464,2.5688727,4.6034056,4.8919088,3.230371,1.3212817,3.3032645,0.3986401,0.2190382,2.0498605,1.112529,0.2098953,2.407044,0.2101462,0.2120912,1.9590001,0.1800827,0.2087669,3.3558661,0.9078655,0.2166827,0.2408328,0.4777069,0.3766104,0.2277376,0.2062155,4.3767724,3.6135294,5.0444365,4.5054063,4.2310397,6.14044,5.1332524,6.1650931,5.0034649,5.3438199,4.8191245,4.3396156,5.2431551,4.8836759,3.9371495,4.2530765,5.1121444,4.5612284,3.5319595
2.865986693/474.0776339,2.3626469,2.9673353,3.2848907,5.253159,3.8896725,4.7280816,6.7582391,4.5717393,5.8636837,6.8473642,5.3517043,6.2138797,9.0238097,5.5487706,6.8342257,9.8863221,5.861399,6.9737488,1.8717288,2.8738327,2.7850074,3.6960245,4.2653595,5.3281832,4.7672575,5.1679147,5.9421474,4.7749426,4.8598827,6.8232836,5.1827768,5.7251377,7.1375624,6.130644,3.0883015,7.6157087,0.4094082,0.2310747,1.4075326,1.1193873,0.2214294,2.0240822,0.221694,0.2237459,2.0844962,0.1899784,0.2202389,5.4784209,1.3986324,0.2285897,0.46806,1.3119088,0.2323458,0.2402521,0.2175473,4.0963386,3.2165717,2.9265469,2.8987116,4.5506153,4.2733623,5.3969822,5.7260767,4.4301755,5.8782662,5.5199549,4.7810336,5.9589757,6.0209593,4.2260993,6.0952579,6.6833242,5.480917,6.2589158
5.817096295/445.0241635,2.42616,3.1980554,2.8777078,3.7157129,4.1241876,3.2026375,4.2090917,4.299894,3.4671435,4.1872745,4.6995114,3.574631,4.3563575,4.7940946,3.5664204,4.2567293,4.9181948,3.3408068,2.7489494,2.9197719,3.0570271,3.104679,4.4323132,4.1402013,4.4678853,4.5907869,4.2555972,2.9936303,5.2162115,4.5780907,5.3725297,4.9730076,4.700382,4.2601095,4.2954312,4.8835175,0.3151749,0.3233864,1.2530924,1.0795361,0.3098879,1.3701039,0.3102583,0.3131299,1.3887584,0.2658727,0.308222,4.0441773,0.5372527,0.3199087,0.3555638,0.5228028,0.3251653,0.3362302,0.3044551,4.138979,2.5634902,3.022866,3.1019463,3.4624325,3.2365784,4.0845277,4.2621196,3.4997489,4.1386039,4.1099945,4.1620701,4.0461332,3.3469413,3.3270523,4.049184,4.0841724,3.2265915,4.1293893
2.686253277/418.1188675,3.2053244,2.9150548,2.5918379,3.6055677,2.944522,3.1115995,4.0001606,3.0684836,3.4806293,4.0156216,3.5591622,3.7122648,4.6973864,3.5138744,3.7466439,5.0490624,3.5098838,4.2090749,3.1984287,3.0353876,2.4872954,3.8884741,3.3045533,3.1910951,4.357966,3.797868,3.3876696,4.3003754,3.1554268,3.7598132,4.3902618,3.6632579,3.7321216,4.9667256,2.569675,3.9348443,0.2457051,0.2521067,0.9804917,0.4126724,0.2415835,1.2067201,0.2418723,0.2441109,1.1157815,0.20727,0.2402848,4.2869137,0.4516573,0.2493956,0.2771917,0.2383475,0.2534935,0.2621195,0.2373481,3.2861057,3.2627735,2.7316849,2.2193613,3.2949237,3.2453842,3.2007318,3.5010386,3.0283799,3.3253461,3.2937477,3.317917,3.3503362,3.695293,3.1637525,3.3247768,3.8455875,3.6477281,3.4474112
4.056527231/546.2307321,2.4343989,2.3882506,2.1694465,2.9932044,2.960865,2.8514607,3.5056857,3.4323456,3.4856774,3.723959,3.8647082,3.8919854,4.6149836,4.4893578,4.5602339,5.114829,4.5505135,4.9425414,2.5239732,2.3379151,2.2254691,3.2894468,3.2107485,2.9891855,4.0275865,3.590172,3.3361358,4.0726341,3.9232084,3.843474,4.4837338,4.4594592,4.3136147,5.0734722,2.4429921,4.9010622,0.2876663,0.2951612,0.7871897,0.2825467,0.2828408,1.1020209,0.2831789,0.2857998,1.2026694,0.2426673,0.2813203,4.5856036,0.4797979,0.291987,0.3245301,0.2790521,0.2967848,0.3068839,0.2778821,2.5596662,2.1136559,2.3356653,2.0174174,2.9987323,3.0572593,3.1680593,3.6238749,3.2433589,3.6719095,3.8145526,3.857524,3.978777,4.5206569,3.6553191,4.5427118,5.2633478,4.7379881,5.0038934
2.764237925/241.1189945,3.4154754,3.321083,2.9110568,3.4602322,3.3924119,3.3817105,3.8844324,3.7828752,3.797675,3.8399845,4.0485328,3.9157904,4.6076716,4.318737,4.1857993,4.7562456,4.4158792,4.4092038,3.5246938,3.1528035,2.9491987,4.0564878,3.4729085,3.3557687,4.4331543,3.9277266,3.5814191,4.4633656,3.9100157,3.8046907,4.9179302,4.2506627,3.9586712,5.1330692,2.7661052,3.9837589,0.9137215,0.5878743,1.2992959,1.1983823,1.5561012,1.5001874,1.2778578,1.6999596,1.4011818,1.5716234,1.5444843,4.2884507,1.4546847,1.5571152,1.8199352,1.7617964,1.6986379,1.9872057,2.0010877,3.605032,3.0458577,2.8710714,2.7334052,3.1160717,3.0651992,3.6564643,3.405399,2.9290811,3.9375419,3.3160069,3.4394904,3.9247572,3.5040045,3.0431921,3.9491888,3.827975,3.5151185,4.1148193
3.807858309/405.0611361,3.8908474,3.2073831,2.6517646,3.7973909,3.4891262,2.8391147,4.6518899,4.3453545,3.6969208,4.9952345,5.0758263,4.4014589,5.9284552,5.6017855,4.4281188,6.4492812,6.1211428,5.2519655,3.7773445,3.5996822,2.5406769,3.9940405,3.5584929,2.8300226,4.5412724,4.0257919,3.2768773,4.738825,4.6851571,3.8106375,4.8475612,5.2404898,4.0517049,5.424143,3.4887213,4.5391299,0.3344952,0.3432101,1.0137881,0.6010928,0.3288842,1.1682827,0.3292772,0.3323249,1.3497252,0.2821708,0.3271161,4.5876513,0.6972073,0.3395192,0.3773599,0.5548507,0.345098,0.3568412,0.3231182,3.6307851,3.3241826,2.9678545,2.3232498,4.0590662,3.6498711,3.3288461,4.6366191,4.0399069,3.7964191,4.8129195,4.6538838,4.0101764,5.1736036,3.8602664,4.4466214,5.6282667,4.7931088,5.2144142
2.786310745/199.0341034,2.7495586,2.7512941,2.2310972,4.4872523,3.8956945,3.8610849,5.479655,5.0150268,4.6610364,5.9047469,5.9415039,5.0862934,7.4066463,6.5379072,5.4186103,8.0711443,6.9133178,5.8059154,2.6776309,2.3763825,2.3391181,4.237327,4.1448197,4.2230738,5.4058153,5.3520798,4.9773846,5.797219,5.562855,5.6908713,6.5555728,6.5040586,6.0297265,6.9216813,4.1092984,6.1749046,0.1671671,0.1715225,0.8981806,0.9071429,0.164363,1.6521374,0.1645594,0.1660825,1.6595903,0.1410175,0.1634793,4.6008419,1.0198008,0.1696779,0.1885892,1.023698,0.172466,0.1783347,0.1614814,3.2061435,2.7303053,2.4557721,2.2065023,4.5591482,4.160185,4.9167226,5.6843185,4.4004521,5.3899843,5.4085465,5.1156382,5.6017043,6.3678844,4.5915014,5.7008191,6.6866845,5.4955178,6.1004879
5.791852217/428.0474403,2.9624071,2.9433579,2.6894703,3.2907258,3.2719302,2.9849904,3.6483972,3.692548,3.0839671,3.7731235,3.8891761,3.1855104,4.1251148,3.2956798,3.4272203,4.1524857,3.9344519,3.5469937,2.7898496,2.4922786,2.6492413,3.3858963,3.594231,3.3692918,4.0539347,3.7411415,3.9946528,3.445265,3.890128,3.8469894,4.6451201,4.2925307,4.1785124,4.2216399,3.7270083,4.1441014,0.2156684,0.2212874,0.4010368,0.4066261,0.2120507,0.5437268,0.2123041,0.2142691,0.5905327,0.3110991,0.2109107,3.1372916,0.2103613,0.2189077,0.2433058,0.2092102,0.2225047,0.2300762,0.208333,3.7795644,2.8633138,2.8427391,2.6750849,3.4002197,3.0775553,3.169894,3.8996873,2.7171776,3.3019628,3.8810088,3.0256885,3.2059098,3.5037785,2.8725508,3.0275879,4.1550359,2.865194,3.2742068
2.372892636/444.0858925,2.348862,2.4001491,1.8131262,3.075096,2.8842697,2.28404,3.4882864,3.2361484,2.7567372,3.4771971,3.575957,3.0563867,4.2186425,3.5168551,2.8988398,4.5326416,3.7041298,3.3598263,2.3754577,2.4919354,1.9817499,3.2608067,2.9518389,2.4104485,3.5802969,3.28828,2.2544416,3.4918387,3.13343,3.0795498,3.9975817,3.4040463,2.9738612,3.8379021,2.4011719,3.319104,0.2134852,0.2190473,0.4473253,0.3892973,0.2099041,0.7432944,0.2101549,0.3626859,0.8823734,0.1800901,0.2087756,4.1212021,0.3717531,0.2166917,0.2408428,0.4241502,0.2202523,0.2277471,0.2062241,2.2860177,2.1382469,2.0567105,1.4722837,2.6354314,2.6928032,2.6204487,2.9130955,2.6374347,2.5228611,2.6889876,2.8386527,2.7601196,3.5075336,2.8506129,2.9376996,3.5870261,3.4779932,3.2775857
4.753503288/560.2098819,2.7973955,2.6819213,2.9365528,3.1852394,2.9045149,3.5247247,3.8121873,3.4392424,4.2798728,4.0130848,3.9315038,4.6809114,4.8948975,4.4539171,5.4360339,5.5180808,4.6044207,5.8297807,2.7554296,2.6055847,2.9790501,3.5931352,3.2775573,3.7531547,4.3165579,3.6688875,4.2834436,4.6044804,4.2976527,4.7790093,4.9947567,4.8063406,5.4359888,5.3093014,2.9312122,5.8816651,0.2824514,0.2898104,1.0855909,0.4998801,0.2777134,1.4871853,0.2780454,0.2806188,1.3736606,0.2382682,0.2762204,4.3635085,0.4711001,0.2866938,0.3186469,0.9115352,0.2914046,0.3013206,0.2728446,3.7052547,2.5565362,2.4708686,2.8085483,3.2424157,2.8667549,3.8336384,3.6471684,3.0020914,4.4402934,3.9285188,3.6463276,4.7652667,4.8373245,3.3908553,5.2670348,5.1404607,4.1360786,5.9126746
5.825647433/434.0820795,3.2205727,2.9263117,2.7302692,3.3690454,3.2384811,3.173855,3.6269241,3.6040091,3.0346654,3.787362,3.8668031,3.1318064,4.0971485,3.7859151,3.7767563,4.3079953,3.7691765,3.8826428,2.9691502,2.5669307,2.7321789,4.1990918,3.4385416,3.2877363,4.0966517,3.5515782,4.0972618,4.4603036,3.7665212,3.7125888,4.9007719,4.2222096,4.040579,4.4340133,3.8937735,3.9577862,0.1627484,0.1669887,0.6863307,0.4038761,0.3200302,0.8271374,0.1602096,0.1616925,0.5434351,0.13729,0.1591581,3.0669682,0.1587436,0.1651929,0.3833768,0.1578749,0.1679072,0.1736208,0.157213,4.0151012,3.8864194,2.9153957,2.8278339,4.0477866,3.1525768,3.1167697,3.9041744,2.7937135,3.0844798,4.1273295,3.0646158,3.0917873,4.4163288,2.7765892,2.8788513,4.3302739,2.6290681,3.0404616
