,2mem_BtCv_12pt5hr-2,2mem_BtCv_12pt5hr-3,2mem_BtCv_12pt5hr-4,2mem_BtCv_25hr-2,2mem_BtCv_25hr-3,2mem_BtCv_25hr-4,2mem_BtCv_30hr-2,2mem_BtCv_30hr-3,2mem_BtCv_30hr-4,2mem_BtCv_35hr-2,2mem_BtCv_35hr-3,2mem_BtCv_35hr-4,2mem_BtCv_40hr-2,2mem_BtCv_40hr-3,2mem_BtCv_40hr-4,2mem_BtCv_45hr-2,2mem_BtCv_45hr-3,2mem_BtCv_45hr-4,2mem_BtPs_12pt5hr-2,2mem_BtPs_12pt5hr-3,2mem_BtPs_12pt5hr-4,2mem_BtPs_25hr-2,2mem_BtPs_25hr-3,2mem_BtPs_25hr-4,2mem_BtPs_30hr-2,2mem_BtPs_30hr-3,2mem_BtPs_30hr-4,2mem_BtPs_35hr-2,2mem_BtPs_35hr-3,2mem_BtPs_35hr-4,2mem_BtPs_40hr-2,2mem_BtPs_40hr-3,2mem_BtPs_40hr-4,2mem_BtPs_45hr-2,2mem_BtPs_45hr-3,2mem_BtPs_45hr-4,2mem_CvPs_12pt5hr-2,2mem_CvPs_12pt5hr-3,2mem_CvPs_12pt5hr-4,2mem_CvPs_25hr-2,2mem_CvPs_25hr-3,2mem_CvPs_25hr-4,2mem_CvPs_30hr-2,2mem_CvPs_30hr-3,2mem_CvPs_30hr-4,2mem_CvPs_35hr-1,2mem_CvPs_35hr-2,2mem_CvPs_35hr-3,2mem_CvPs_35hr-4,2mem_CvPs_40hr-2,2mem_CvPs_40hr-3,2mem_CvPs_40hr-4,2mem_CvPs_45hr-2,2mem_CvPs_45hr-3,2mem_CvPs_45hr-4,3mem_Full_12pt5hr-1,3mem_Full_12pt5hr-2,3mem_Full_12pt5hr-3,3mem_Full_12pt5hr-4,3mem_Full_25hr-2,3mem_Full_25hr-3,3mem_Full_25hr-4,3mem_Full_30hr-2,3mem_Full_30hr-3,3mem_Full_30hr-4,3mem_Full_35hr-2,3mem_Full_35hr-3,3mem_Full_35hr-4,3mem_Full_40hr-2,3mem_Full_40hr-3,3mem_Full_40hr-4,3mem_Full_45hr-2,3mem_Full_45hr-3,3mem_Full_45hr-4
Label,BtCv_1,BtCv_1,BtCv_1,BtCv_2,BtCv_2,BtCv_2,BtCv_3,BtCv_3,BtCv_3,BtCv_4,BtCv_4,BtCv_4,BtCv_5,BtCv_5,BtCv_5,BtCv_6,BtCv_6,BtCv_6,BtPs_1,BtPs_1,BtPs_1,BtPs_2,BtPs_2,BtPs_2,BtPs_3,BtPs_3,BtPs_3,BtPs_4,BtPs_4,BtPs_4,BtPs_5,BtPs_5,BtPs_5,BtPs_6,BtPs_6,BtPs_6,CvPs_1,CvPs_1,CvPs_1,CvPs_2,CvPs_2,CvPs_2,CvPs_3,CvPs_3,CvPs_3,CvPs_4,CvPs_4,CvPs_4,CvPs_4,CvPs_5,CvPs_5,CvPs_5,CvPs_6,CvPs_6,CvPs_6,Full_1,Full_1,Full_1,Full_1,Full_2,Full_2,Full_2,Full_3,Full_3,Full_3,Full_4,Full_4,Full_4,Full_5,Full_5,Full_5,Full_6,Full_6,Full_6
2.820319367/167.0380495,4.777738,5.58534,5.523445,4.909883,4.5631,5.431363,5.207431,4.885507,5.760075,4.991023,5.345707,5.640562,5.447564,5.320237,5.688955,5.759763,5.27933,5.998171,5.542785,5.283577,5.79037,5.048114,5.000113,5.446345,5.567349,4.614343,5.53298,4.964167,4.767418,5.417223,5.326591,5.193705,5.589279,4.853258,3.498194,6.075776,4.662206,4.908379,5.271815,4.649559,4.71977,4.823576,4.926183,4.793329,4.815249,4.722292,4.915003,5.538462,4.748088,4.925008,4.998552,4.97506,5.181133,5.076067,5.010287,6.769055,5.836871,5.486901,5.860915,5.381507,4.910183,5.861117,5.289557,4.936014,6.246094,5.181158,5.311224,5.829596,5.21651,4.895819,5.795196,5.364626,4.904792,6.045479
3.255421029/214.1080948,3.0680149,3.332827,3.6752901,3.9244098,4.3875582,3.7176119,4.3724227,5.020512,4.1750297,4.6898164,5.1964993,4.716117,5.8593331,5.7512095,5.2596866,6.5675284,6.1767484,6.1177503,0.4237102,0.1759139,1.6295696,0.167045,0.5694399,1.8192197,0.175566,0.5106841,2.4845567,0.1700822,0.5731661,2.5929224,0.4353444,0.4899515,2.9316097,0.1756582,0.2075042,2.8127215,4.1778938,3.8552561,3.8514547,3.9143836,3.6053901,3.7418723,3.9207233,3.5336555,3.6074408,3.2885234,3.7705832,0.4194308,3.8640701,4.0675256,3.9536528,3.7776575,4.5015588,3.9362559,4.1938274,4.6936856,3.7864397,3.5793874,3.1466386,4.0672391,3.9642868,4.2856322,4.3044103,3.9927989,4.8426374,4.2809793,4.5727489,5.1907724,4.8650919,4.1692912,5.1803844,5.111151,4.6956135,5.3209177
3.091533402/216.1236537,2.6918784,3.4913668,3.8270756,6.969222,7.7848369,7.2922682,9.4495415,8.5937985,9.0526786,9.1581648,9.6293451,10.0482689,10.216689,11.1969996,10.9733332,11.022855,10.5015857,11.6770187,1.0312814,1.1233877,2.0231759,1.8232175,1.7061971,4.3560145,2.1238205,1.8092622,4.6158592,2.0359998,1.9273558,4.7858687,2.0814953,1.9921971,5.6026009,2.3214874,1.0144251,5.6601426,4.842825,5.1740672,5.656226,7.2220297,6.9234056,6.9074468,7.5732379,7.8080472,7.6525498,7.0414918,8.2858623,2.2868942,8.3908781,8.4488479,9.3374919,8.5793299,9.2862606,9.796869,9.935134,6.0416173,3.8662734,5.4557334,3.8910493,6.4486371,8.2967108,8.139882,8.1641899,8.1001265,8.8925796,9.2635581,9.4349542,9.3447544,9.4912998,8.4632704,10.3698753,9.8107141,10.9588841,10.7917694
5.509770895/873.5338894,2.8533844,3.9730026,5.3504904,8.0260776,8.3770877,7.5306191,8.6259861,8.8894369,8.7476045,8.381437,10.1461297,8.6701646,9.7064652,10.3009399,8.8659127,9.8712331,11.4227278,9.7899794,0.1799112,0.9938163,2.8026553,0.177006,0.1925081,4.7461866,0.4948279,0.4063421,4.8004196,0.1802242,1.0462008,5.0024372,0.2490983,0.4611637,5.4633647,0.1861328,0.2198777,4.7822601,6.3912194,5.4451343,5.7874895,7.1832791,6.7035176,7.3612999,6.7170965,7.0276396,7.1107235,5.5476714,7.0378781,0.3948585,7.1618066,7.3259468,7.509553,7.5823327,7.0423061,6.8319528,6.9046672,7.433869,6.7487024,6.2157362,5.6192636,9.4093377,11.4251007,9.1666159,9.8645043,10.5370674,9.8165963,10.7073376,11.9354427,10.0529236,12.4732399,11.9685977,10.3296312,12.7118155,13.6216622,9.3736338
5.091854921/567.2127323,3.68485,4.3438888,3.7312268,2.000301,3.1300546,1.4519481,2.0901789,3.0878657,2.5575165,1.7470986,3.8606963,1.8218031,2.1111716,4.447356,1.7530252,2.04051,3.0407107,1.0907413,3.9660229,4.013388,3.2785862,0.6967578,3.7354545,3.327592,0.969168,2.7094179,1.8627951,0.7298558,2.9897635,2.8049286,0.9210678,2.9667682,1.6898712,1.0318731,1.1478079,1.8942694,4.7573794,4.2271662,4.0578582,4.0715171,3.8770804,3.4995411,4.3364715,4.1057658,3.7401431,2.5698736,4.1778674,3.5576952,3.838858,4.0920248,4.1632738,4.084202,4.0460077,4.2461104,4.1868934,4.5595222,3.2725789,4.55565,2.914028,1.6811616,3.4439407,2.5127442,2.2505872,3.5658043,2.9791176,2.2528644,2.9707229,2.5003102,1.9151809,2.6899659,1.2494328,1.8526712,1.6584436,2.0015444
5.720808805/655.1477348,3.840191,4.10359,3.599277,3.33826,3.749087,3.320423,3.461341,3.769784,3.58559,3.374517,3.765136,3.641552,3.617419,3.929042,3.633193,4.019111,3.934471,3.897516,3.977723,3.927671,3.59438,1.726061,3.933538,3.53485,1.883872,3.893901,3.42587,1.765731,3.505424,3.489655,1.644989,3.630687,3.612902,1.8248,2.790466,3.505499,3.794245,4.107644,3.871018,3.563795,3.508053,3.475236,3.684822,3.667071,3.466888,3.607387,3.619023,4.085565,3.658988,3.560181,3.645109,3.836771,3.500978,3.874066,3.738074,4.323318,3.871587,3.875566,3.357215,3.418687,3.906799,3.564307,3.58904,3.406599,3.569239,3.449774,3.929837,3.514393,3.718429,3.28438,3.538343,3.85654,3.67795,3.522189
3.03548197/567.1591383,4.516106,4.8341337,4.7449106,5.0815634,5.4048505,4.6148745,5.3981521,5.5722415,5.4139092,5.1759344,5.7837263,5.1499467,5.2285345,6.0714531,5.5066398,5.1125471,6.1277834,4.3691691,0.2733883,0.2832542,2.991505,0.2689736,0.2925302,3.32154,0.2826939,0.2798336,3.3544512,0.4683008,0.3494585,3.5364067,0.3785233,0.319505,3.8917518,0.2828425,0.3341203,3.8029342,4.9143093,5.1968928,4.9457831,4.8619949,5.3265423,5.0410014,5.1299822,5.6605937,4.655098,4.8209912,5.4350103,0.2840575,4.5679919,4.9923878,6.2713778,5.2467414,5.1870633,6.0317315,4.8230226,4.3092036,3.7521698,5.0165238,4.7744003,4.3478345,4.8159792,4.9181804,4.7793111,4.9785371,5.1949695,4.797738,6.2471061,5.0928723,5.0455693,4.7625982,5.2554709,5.046265,5.2290337,4.9544155
6.740854623/250.1445557,3.48163,3.469792,3.402982,3.889025,4.152705,3.993467,4.396237,4.396364,4.493928,4.114969,4.582753,4.54183,4.899976,4.228454,5.66849,4.657266,4.982557,5.841652,3.470929,3.187687,3.366146,3.966501,3.441094,3.618123,3.852553,3.407079,3.682463,3.951253,4.17852,3.644095,4.231634,3.840192,3.769487,3.932028,3.930847,3.530066,3.60329,3.068589,3.288823,4.202209,3.435243,3.020956,3.951043,3.282673,3.074529,4.022505,3.913099,3.5173,3.030529,3.775593,3.521289,2.983065,4.120139,3.70521,3.515343,4.620181,3.413,3.901405,3.409306,4.291976,4.465846,3.859425,3.876976,3.651948,3.817066,3.992907,4.731984,3.838992,4.381908,3.789246,3.708797,4.548979,4.874037,4.147327
0.343107243/212.8864635,4.250429,4.678006,5.074463,4.768866,4.332032,5.308406,4.872082,5.209812,5.351063,4.632918,4.824129,5.293935,4.951213,5.379879,5.105226,4.830766,5.152978,4.818955,4.890248,4.789251,5.252334,4.415616,4.96716,5.182474,5.149263,4.821478,5.598707,4.70576,5.999067,5.060253,6.259829,5.421093,4.966017,4.999033,5.419577,4.983806,4.933718,5.013281,5.348608,4.601341,4.701605,5.238688,4.719501,5.028099,5.146312,4.138426,4.299993,5.200341,5.292415,4.76231,5.377528,4.780758,4.595753,4.484898,4.712329,4.964842,4.231656,5.035251,5.162109,4.454688,5.245302,5.175821,4.953103,4.798596,5.788232,4.493341,6.675914,5.374524,4.684835,5.005798,5.396865,4.999106,4.833529,5.305143
2.821075436/232.1186206,3.0781205,3.5962986,4.1718066,6.3059203,6.7881142,7.0446574,7.380866,7.5564405,8.1383151,7.31537,8.3467948,8.7038438,9.0998982,9.0277299,9.8362769,10.2623413,9.4034526,10.6496766,0.2056722,0.2130943,1.7817551,0.4850174,0.2200728,3.9252052,0.3731302,0.210521,4.1424269,0.20603,0.2629004,4.2600151,0.9029059,0.2403661,4.8693679,0.9261844,0.2513613,5.0362188,4.2954669,4.4660576,4.7963522,5.7979927,6.5455751,7.1412214,6.4979044,7.0596664,7.3040494,7.2084848,7.297236,0.4013087,7.762534,6.8532388,8.3383256,8.2014871,7.1653519,8.3935842,8.5950205,4.7839165,3.607212,4.3154754,3.66633,6.2642937,7.4510023,7.6149379,7.182616,7.161489,8.1982821,7.2125401,8.1049621,8.553094,7.8518751,7.5117279,9.1596349,8.5554867,9.3777666,9.8762946
3.197419233/487.3048041,1.8277238,2.5180376,1.0016628,1.87564,1.6380477,1.0588508,1.8283471,1.6017657,0.8003841,1.7145191,1.3283794,1.350475,1.8832152,1.4000645,1.2579317,1.6547587,1.2372702,1.293875,1.9483562,1.1443032,1.6613946,2.6559466,3.1330611,4.9161134,2.5319024,3.1648497,1.4177126,2.7037218,3.0172083,2.1401204,2.3272365,3.0862206,1.6740425,2.4720927,1.2013188,2.2933514,1.8504059,0.87416,1.2896373,3.0431271,2.9803045,1.5579824,3.7217624,3.6879651,1.724409,1.2746853,3.0343604,2.1964202,1.5182697,3.1753867,3.067567,0.3858202,3.1571181,2.9839239,1.0498957,4.1386685,3.8948648,3.9772844,2.9700409,1.8494399,1.8356913,1.4711993,0.8495778,0.757957,1.3545366,1.7691925,1.7110291,0.2335683,0.8920306,1.5436664,0.9634983,1.7079876,3.586809,1.1836187
4.792364011/567.2126174,3.492137,3.977614,3.482053,2.809694,2.876407,2.688216,2.403146,2.990217,2.579262,3.05062,3.66837,3.287834,4.009565,4.028374,2.598896,3.66681,2.849727,2.830996,3.754791,3.731731,3.392502,1.860742,2.990669,3.213102,2.802379,2.654105,2.97562,2.472906,2.953482,3.186935,3.086362,2.523015,2.853456,1.963601,1.244634,3.367543,4.264927,3.800315,3.745354,3.110629,2.968119,3.202488,3.361853,3.285007,3.393214,1.964145,3.2679,3.489937,3.107743,3.135438,3.258769,3.313091,3.046922,3.362196,3.341715,4.474099,3.499841,4.046708,3.244511,2.770646,2.869572,3.035635,2.250587,3.027947,3.033949,3.539022,2.989305,2.822867,2.783197,1.680797,3.31672,3.25419,2.738643,3.017858
5.252273392/213.1492378,3.398259,3.455252,3.833131,5.098322,4.970851,4.87054,5.562372,5.494336,5.317171,5.744708,5.894079,5.485114,6.786974,6.211095,6.110299,7.115436,6.404144,6.404359,3.046405,2.171419,2.286266,6.594931,4.02732,3.830956,7.283583,4.201715,4.272758,7.108701,4.56762,5.42415,5.529152,4.641162,6.486304,6.70329,3.467931,7.297404,3.641136,3.499359,3.586634,4.415838,4.111797,4.521424,4.485805,4.502234,4.905654,5.01819,5.00561,2.909489,5.430754,4.7847,5.548985,5.721525,5.275619,5.267591,6.007591,4.754735,3.90486,3.750693,3.436039,4.786908,4.711174,5.761975,5.139818,4.829929,5.692555,5.390794,6.286427,5.867371,6.898743,6.027378,6.105856,7.755463,6.752859,6.399867
0.325995956/618.5475157,3.097944,4.095822,4.970002,4.507028,5.114276,2.489465,4.262698,4.734729,4.901755,3.473157,3.086785,3.971531,3.739098,4.563779,4.968074,3.637952,5.129879,4.209532,3.445099,4.525129,4.757551,2.717867,3.946725,4.846435,2.942746,3.154236,1.896118,1.867102,5.1936,4.694172,2.636133,4.173982,3.740746,2.807647,1.332128,3.205922,2.69688,3.085029,4.933441,3.204858,5.318721,3.829714,3.716461,4.846166,3.592007,5.440755,4.355949,3.675498,4.538247,4.051519,3.897818,4.719303,4.831486,5.330003,5.214037,5.544481,3.182345,3.649715,4.109426,3.675424,3.103788,3.143569,1.92233,4.831187,2.123203,3.488814,5.42891,1.935672,4.671094,4.246174,4.099091,3.494891,4.931308,5.338545
5.424019126/295.1334887,2.219354,2.362553,3.262475,3.399933,3.476922,2.814273,3.562098,2.368366,1.874236,3.294191,2.342738,3.051652,2.515093,3.774776,3.373156,3.673441,3.621084,3.319596,3.434948,3.371069,3.237625,3.412955,3.413913,3.141377,3.807979,3.291955,1.767541,2.358063,3.407597,3.161261,2.064599,3.476577,3.114799,3.583453,1.38564,3.103401,3.526851,3.390407,3.393164,3.443063,3.19052,3.181545,3.358933,3.37189,3.020198,3.001605,3.411329,3.631938,3.275797,3.359415,3.488294,3.290367,2.328598,3.480421,2.100524,2.546865,3.272138,3.372707,2.948497,3.379609,2.207945,3.092367,3.317798,2.876792,1.860521,3.229235,3.240917,3.079129,3.326579,2.874229,3.08529,3.533037,3.20643,1.992651
3.024995052/561.1422505,3.9062703,3.9575891,3.7856994,4.3649887,4.5061172,3.821007,4.5771736,4.6337304,4.5068524,4.4932377,4.8558906,4.4083352,4.853033,5.0762176,4.6186051,4.8596741,5.1850348,4.5173845,0.1744613,0.1807571,2.3486718,0.1716441,0.1866766,2.6922014,0.3854082,0.1785743,2.7612981,0.1747648,0.2230051,2.9137468,0.2415526,0.2038904,3.1938954,0.1804944,0.2132171,3.0847279,4.0646861,4.414985,4.1661081,4.365686,4.422372,4.3640311,4.3036867,4.7527483,4.4274893,3.1486474,4.5223592,0.3996236,4.62615,4.5708902,5.4003698,4.5783911,4.620007,5.2953953,4.7186405,3.7540295,3.2147417,4.3768443,3.9793432,3.8151901,4.2103523,4.2444956,4.2871405,4.5070199,4.5245527,4.3198526,5.7278734,4.463542,4.2577229,4.4512042,4.4632736,4.6154579,4.5682001,4.4454471
4.75254597/187.133699,5.144731,6.28652,5.953096,10.065606,9.290124,9.069637,11.39411,10.193789,9.304869,10.734383,10.328684,9.331693,11.360908,9.861798,8.795891,11.033105,9.395993,8.684775,5.475471,5.639883,5.964757,11.127943,8.739898,9.87712,11.065357,9.294133,9.948599,11.355465,9.147141,10.377913,6.545148,9.114018,10.91158,10.465345,5.668506,10.915404,3.420542,3.211331,3.732532,4.269148,3.735732,4.939631,4.061804,4.141513,4.900409,4.403315,4.430426,8.356497,4.87404,4.303935,5.003656,5.15426,4.735188,4.969995,5.323029,7.444062,6.403235,5.626313,5.407041,9.403148,8.538256,9.311181,10.315184,8.566252,9.341871,9.49374,9.384544,9.174439,7.158277,8.352245,8.682295,11.229114,9.088999,8.173969
3.197573934/497.3337659,1.6599567,2.1392722,0.761338,1.9344554,1.3491164,1.431282,1.8451808,1.3717265,0.941862,1.7563352,1.3642257,1.4404291,1.8563584,1.6277074,1.1843748,1.9345044,1.2929717,1.3116392,1.8140774,1.080685,1.475459,2.0940703,2.7888801,4.7749538,2.1769038,2.6921785,1.5046624,2.2307404,2.9980729,2.0728417,2.1268932,2.8826842,1.0977537,2.0899024,1.1329775,2.2068073,1.6323705,0.7296721,1.4711971,2.5982992,2.5287926,1.4600013,3.2479182,3.1231037,1.6429786,1.3040915,2.5188161,1.8808899,0.9480945,2.6750492,2.6571393,1.054453,2.6144829,2.60439,1.3603141,3.8073308,3.1625794,3.4943209,2.9029452,1.7787273,1.4740002,1.2396404,1.53857,0.9931707,1.2816188,1.7036896,0.9737621,0.776723,0.9928094,1.4405214,1.0754469,1.5355798,2.9407358,1.095883
3.363265394/587.1333179,4.0625309,4.7055035,5.0249791,5.9403397,6.4475755,6.3875266,6.9444155,7.2032775,7.5987194,6.6649432,7.8472382,7.2821168,7.0666756,8.1791608,7.8975939,6.8024672,8.1838344,7.5198503,4.1532932,4.2142614,3.653542,5.2510249,4.6758942,5.0466977,5.4123023,5.1239659,5.136597,6.0025008,5.2374303,5.6992231,5.315631,6.1047796,6.0551757,6.1702448,3.9207169,6.093168,5.0598457,5.265923,5.63017,6.3815438,6.677876,6.7760578,6.6809226,7.4348242,6.9293984,7.7799776,7.2326107,5.5474215,7.7844202,7.0606263,8.4471575,7.6049218,6.9425546,8.0057117,8.0722159,6.0010935,3.7223805,5.5419139,5.7638551,5.475782,6.0672351,6.8991926,6.0122349,6.4228902,7.3828952,6.2757108,7.8222772,7.1708457,6.4928688,6.119819,7.321955,6.5100243,6.874959,6.9622568
5.17559848/418.0401958,3.535053,4.413001,3.373894,4.505036,4.129215,3.780376,4.723135,4.342507,3.94269,4.423749,4.333061,3.964861,4.864762,4.393519,4.219471,4.894175,4.34051,4.145365,3.822098,3.525553,3.322485,4.068289,4.236734,3.970619,4.953756,4.074488,3.856137,3.978271,4.483506,4.177028,4.742865,4.377701,3.980086,4.680754,2.713759,4.019353,3.408149,3.3784,3.172254,3.837552,3.913897,3.331122,3.384822,3.909009,3.294332,2.982904,3.351837,4.317683,3.039423,3.3762,4.240008,4.015591,3.200997,4.076874,3.18851,3.959611,3.242445,3.808951,3.334539,3.966888,4.172798,3.8308,4.216647,3.784531,3.840143,4.094785,3.822745,3.705623,3.651926,3.562921,3.7587,4.180248,3.911281,3.753662
3.41599732/281.8707354,2.529262,4.306109,2.155782,2.604188,6.061424,2.27932,2.869028,4.414255,2.581377,2.518743,3.299036,2.866582,2.980606,3.839181,2.839315,2.883789,4.558712,2.677025,5.310257,2.433946,2.435978,2.239981,2.519612,2.465348,3.262651,2.536908,2.192412,2.43915,2.614935,2.233531,3.692142,2.667017,2.849638,3.849072,1.752543,2.177397,2.591572,2.458973,2.611985,3.080316,2.858197,2.40663,3.757921,3.229146,2.630649,2.775656,3.102026,2.67173,2.66924,3.078071,3.253906,2.603222,4.433533,3.153853,3.439041,3.89998,1.680494,3.217885,2.198755,1.667376,3.496379,2.341853,1.949689,3.198748,2.311693,1.93721,3.646639,2.205481,1.651072,2.907243,2.401069,2.023213,3.568496,2.398459
3.414000947/283.8675976,2.440782,4.236372,2.032711,2.523092,5.852693,2.118709,2.758879,4.245909,2.510998,2.513131,3.199298,2.714108,2.905077,3.689658,2.806102,2.828612,4.448528,2.609121,5.134157,2.311595,2.312282,2.129118,2.424341,2.414577,3.167484,2.460201,2.07655,2.373843,2.483545,2.172113,3.534248,2.481287,2.725861,3.705306,1.457259,2.07817,2.43682,2.357455,2.480249,2.967806,2.716088,2.314656,3.701465,3.09963,2.489634,2.705886,3.016265,2.62323,2.621129,2.967949,3.174512,2.509074,4.337967,3.112755,3.332863,3.838139,1.487178,3.169171,2.069882,1.631012,3.374148,2.242317,1.768325,3.095934,2.169855,1.890394,3.594934,2.072336,1.484545,2.769313,2.316513,1.901258,3.471546,2.355979
5.190354772/484.9255873,3.694955,3.329909,3.106715,5.203307,5.008732,3.029237,5.265077,5.257591,3.285753,5.44426,5.42631,3.190706,6.026527,5.519077,3.261039,6.175241,5.481019,3.372606,3.842282,3.251766,3.106066,5.779703,5.492549,3.185204,6.260643,5.398021,3.130812,6.040258,5.642238,3.237458,6.274113,6.047531,3.342162,6.091707,4.31646,3.20426,3.303852,3.164442,3.228629,5.726926,4.912937,2.410311,4.835863,4.733146,2.11633,3.285109,4.590668,3.225342,1.960026,4.742991,5.260615,2.833304,4.957122,5.160197,1.875146,3.782444,3.644795,3.535017,3.000222,5.767427,3.65974,3.213797,5.669221,3.317316,3.315648,5.68021,3.509323,3.215762,6.085161,3.365853,3.136461,5.967842,3.308592,3.226213
4.936067946/789.512617,1.2448384,1.6926339,2.8282345,5.1202247,5.3380741,4.6665729,5.4072825,5.8870671,5.3466416,5.4311941,6.4545882,5.4481533,6.167209,6.6429466,5.5112919,6.3601137,7.3305485,6.2517716,0.2231258,0.7351953,1.4957634,0.2195227,0.2387484,2.9505455,0.2307206,0.2283861,3.1006803,0.223514,0.2852105,3.1490142,0.3089316,0.2607639,3.4906363,0.2308418,0.2726922,2.995818,3.9027431,3.2015917,3.1538027,4.3686649,3.9151461,4.1721034,3.9824711,3.8941936,4.1125004,3.5789419,4.1797778,0.2318334,3.9655868,4.4124974,4.3784719,4.1441346,4.3745569,3.8281485,3.7305474,4.77232,4.6268126,3.8092382,3.2397828,6.0522135,6.9821514,5.714215,6.1399905,6.4798349,6.1710768,6.322051,7.154594,6.3818793,7.0618818,6.8023631,6.5519397,6.8486572,7.4842854,6.0057463
3.127469678/404.2389002,2.83306,3.31125,3.200122,4.246277,3.537993,4.185621,4.337914,3.454241,3.517891,3.856113,3.554707,3.915506,3.758624,3.308757,3.655312,3.470332,3.468222,3.600439,2.825942,2.706521,3.961348,3.284489,3.238804,3.469904,3.510455,2.841541,3.73225,2.956335,3.265089,4.069474,3.048817,3.110444,3.340388,3.916833,2.854362,3.922027,3.417257,2.585216,3.744082,2.958854,3.716168,4.11475,3.934858,3.521532,4.034262,3.504012,3.9549,2.768011,3.920506,3.084818,3.293054,3.057388,3.330774,3.270239,3.671287,3.628939,3.089738,3.753988,3.929706,3.361915,4.005407,4.264607,3.602787,3.852601,3.789595,4.001696,3.84958,3.835659,1.709214,3.760517,4.426535,3.796057,4.070776,4.337287
5.116732756/365.1387617,2.535345,2.556546,3.513578,3.654836,3.783583,3.499159,3.905353,2.717275,2.268031,3.480016,2.918274,3.582203,2.971645,3.838962,3.98182,4.194307,3.905446,3.783144,3.874615,3.48011,3.494733,3.811222,4.262709,3.818954,4.49073,4.223402,2.133787,2.900143,3.611318,3.643558,2.359583,3.776717,3.577183,4.042831,2.328523,3.66101,3.84864,3.491974,3.617011,3.537936,3.716141,3.950515,3.657903,3.692472,3.562805,3.542384,3.875131,3.814134,3.827565,3.438949,3.986587,4.018945,2.497066,3.976067,2.647662,3.00869,3.807344,3.932775,3.44261,3.938067,2.791654,3.721221,3.733289,3.555758,2.329215,3.870506,3.645512,3.633778,3.885181,3.345022,3.568604,4.143637,3.893201,2.428797
2.95721552/186.1132638,6.172708,4.615003,4.281619,3.568006,4.906196,2.840606,4.193821,4.558188,2.95673,3.624955,4.699494,2.939402,4.043414,4.651752,3.076592,4.082756,4.674692,3.244314,5.45305,3.599799,3.626291,3.892665,3.336669,4.233286,4.713127,3.606623,2.839118,3.938597,3.478029,2.934976,4.479032,3.508366,2.82744,4.153685,2.755914,2.987782,5.589706,4.506,4.848588,3.602526,3.552834,4.210299,4.328516,3.570891,3.507446,3.648958,3.505906,3.106415,3.389801,3.734459,3.731344,3.461277,3.827674,3.903362,3.417258,3.438079,2.831268,2.869147,3.335638,3.884045,3.360387,3.210676,3.808898,3.119058,3.19512,3.544263,3.058759,2.9174,4.139134,2.661388,2.970439,3.769535,3.706571,2.945599
5.393551152/889.5287529,2.0467641,2.7212119,3.9043505,5.145856,5.7076382,5.0636732,5.5549159,6.1476973,5.9677739,5.3433579,7.0135738,5.8209619,6.3493691,7.0644007,5.9321499,6.3469001,7.8626883,6.5179947,0.2069737,0.2144428,2.0419808,0.3482049,0.2214654,3.173443,0.2140187,0.2118532,3.1649543,0.2073338,0.264564,3.2860964,0.286568,0.2418872,3.5656909,0.2141311,0.252952,3.1036283,4.7952983,4.2096174,4.3651554,4.7926103,4.6214004,5.1294197,4.529287,4.7840217,4.9675428,3.7926077,4.7992899,0.215051,4.9967548,4.791754,5.1239015,5.2657777,4.6584245,4.6684494,4.7294004,5.6073724,4.9886311,4.6512295,4.1810332,6.1382899,7.8206063,6.0753838,6.35897,7.2071188,6.4795655,6.5207949,8.0413436,6.69676,7.3593758,7.861551,6.7363428,7.4968614,8.9396263,6.0696001
6.840302449/277.1837798,2.191472,2.25271,2.106386,0.918909,1.91246,6.128126,1.279565,2.023986,6.811451,1.526787,2.355639,6.729063,1.717282,2.026242,6.861753,2.107411,2.111767,6.927053,2.317654,1.986119,3.157111,1.795666,1.966534,6.507269,1.521407,1.909934,6.19193,1.65213,2.080826,6.57695,1.023764,2.12924,6.649333,1.74592,1.238895,6.828653,1.989433,1.981624,2.030294,2.048139,1.891841,6.265301,1.764745,1.912481,6.385025,1.409254,1.810714,4.625877,6.096636,1.751591,1.75179,6.179336,1.701916,1.879812,5.933885,6.97386,5.663304,6.248289,5.57342,1.532744,7.176727,4.278556,1.55787,6.657598,4.197657,1.505429,7.22258,4.040867,1.54223,6.318775,4.176516,1.708122,7.106366,4.094883
5.446117836/355.1673967,3.786701,4.251968,3.638918,3.182974,3.352077,2.830804,3.240557,3.416848,3.025254,3.169609,3.777063,3.270048,3.474752,3.943953,3.047027,3.693222,3.581281,3.275053,4.024891,3.996809,3.577788,2.285614,3.616498,3.255023,2.573349,3.434824,3.027346,2.367004,3.237168,3.184879,2.212293,3.266056,3.074191,2.520422,2.545045,3.202641,4.403471,4.036347,3.901391,3.427501,3.52584,3.330618,3.617656,3.667573,3.56189,3.690221,3.517582,3.721131,3.443028,3.364112,3.630346,3.647222,3.327359,3.717607,3.600817,4.628197,3.832643,4.231085,3.32829,3.348022,3.48139,3.189831,3.416954,3.300726,3.132802,3.458012,3.458905,2.999249,3.370436,3.070476,3.330513,3.351264,3.426363,3.031767
