Sample,1mem_Bt_12pt5hr-2,1mem_Bt_12pt5hr-3,1mem_Bt_12pt5hr-4,1mem_Bt_25hr-2,1mem_Bt_25hr-3,1mem_Bt_25hr-4,1mem_Bt_30hr-2,1mem_Bt_30hr-3,1mem_Bt_30hr-4,1mem_Bt_35hr-2,1mem_Bt_35hr-3,1mem_Bt_35hr-4,1mem_Bt_40hr-2,1mem_Bt_40hr-3,1mem_Bt_40hr-4,1mem_Bt_45hr-2,1mem_Bt_45hr-3,1mem_Bt_45hr-pseudoSample,1mem_Cv_12pt5hr-2,1mem_Cv_12pt5hr-3,1mem_Cv_12pt5hr-4,1mem_Cv_25hr-2,1mem_Cv_25hr-3,1mem_Cv_25hr-4,1mem_Cv_30hr-1,1mem_Cv_30hr-2,1mem_Cv_30hr-3,1mem_Cv_30hr-4,1mem_Cv_35hr-1,1mem_Cv_35hr-2,1mem_Cv_35hr-3,1mem_Cv_35hr-4,1mem_Cv_40hr-2,1mem_Cv_40hr-3,1mem_Cv_40hr-4,1mem_Cv_45hr-2,1mem_Cv_45hr-3,1mem_Cv_45hr-4,1mem_Ps_12pt5hr-2,1mem_Ps_12pt5hr-3,1mem_Ps_12pt5hr-pseudoSample,1mem_Ps_25hr-2,1mem_Ps_25hr-3,1mem_Ps_25hr-4,1mem_Ps_30hr-2,1mem_Ps_30hr-3,1mem_Ps_30hr-4,1mem_Ps_35hr-2,1mem_Ps_35hr-3,1mem_Ps_35hr-4,1mem_Ps_40hr-2,1mem_Ps_40hr-3,1mem_Ps_40hr-4,1mem_Ps_45hr-2,1mem_Ps_45hr-3,1mem_Ps_45hr-4,2mem_BtCv_12pt5hr-2,2mem_BtCv_12pt5hr-3,2mem_BtCv_12pt5hr-4,2mem_BtCv_25hr-2,2mem_BtCv_25hr-3,2mem_BtCv_25hr-4,2mem_BtCv_30hr-2,2mem_BtCv_30hr-3,2mem_BtCv_30hr-4,2mem_BtCv_35hr-2,2mem_BtCv_35hr-3,2mem_BtCv_35hr-4,2mem_BtCv_40hr-2,2mem_BtCv_40hr-3,2mem_BtCv_40hr-4,2mem_BtCv_45hr-2,2mem_BtCv_45hr-3,2mem_BtCv_45hr-4,2mem_BtPs_12pt5hr-2,2mem_BtPs_12pt5hr-3,2mem_BtPs_12pt5hr-4,2mem_BtPs_25hr-2,2mem_BtPs_25hr-3,2mem_BtPs_25hr-4,2mem_BtPs_30hr-2,2mem_BtPs_30hr-3,2mem_BtPs_30hr-4,2mem_BtPs_35hr-2,2mem_BtPs_35hr-3,2mem_BtPs_35hr-4,2mem_BtPs_40hr-2,2mem_BtPs_40hr-3,2mem_BtPs_40hr-4,2mem_BtPs_45hr-2,2mem_BtPs_45hr-3,2mem_BtPs_45hr-4,2mem_CvPs_12pt5hr-2,2mem_CvPs_12pt5hr-3,2mem_CvPs_12pt5hr-4,2mem_CvPs_25hr-2,2mem_CvPs_25hr-3,2mem_CvPs_25hr-4,2mem_CvPs_30hr-2,2mem_CvPs_30hr-3,2mem_CvPs_30hr-4,2mem_CvPs_35hr-1,2mem_CvPs_35hr-2,2mem_CvPs_35hr-3,2mem_CvPs_35hr-4,2mem_CvPs_40hr-2,2mem_CvPs_40hr-3,2mem_CvPs_40hr-4,2mem_CvPs_45hr-2,2mem_CvPs_45hr-3,2mem_CvPs_45hr-4,3mem_Full_12pt5hr-1,3mem_Full_12pt5hr-2,3mem_Full_12pt5hr-3,3mem_Full_12pt5hr-4,3mem_Full_25hr-2,3mem_Full_25hr-3,3mem_Full_25hr-4,3mem_Full_30hr-2,3mem_Full_30hr-3,3mem_Full_30hr-4,3mem_Full_35hr-2,3mem_Full_35hr-3,3mem_Full_35hr-4,3mem_Full_40hr-2,3mem_Full_40hr-3,3mem_Full_40hr-4,3mem_Full_45hr-2,3mem_Full_45hr-3,3mem_Full_45hr-4
4.03974838/400.212196,4869.248712,5046.201374,2507.182579,38117.25157,0,8068.664827,42017.74641,1180.606252,19880.37436,56718.58229,13830.09709,57462.66218,61788.90478,20571.8296,92630.49273,73390.20607,70016.93877,71703.57242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4640.283574,5558.121192,0,27434.81717,84559.97239,30917.33611,73389.97129,129836.4744,73834.19369,105214.8236,176804.0376,119497.5289,252402.5041,278014.233,197779.446,486989.0796,310386.5502,254216.5457,9516.017308,0,1937.392971,55884.86606,39070.30212,72729.69923,114948.3261,75688.93379,144738.108,147019.1303,56482.99286,343508.5346,58800.34584,108626.768,565114.0691,256440.2129,33597.83997,909884.4055,0,0,0,0,0,0,0,0,0,0,0,57335.92479,0,0,0,0,0,0,0,5570.823913,13177.16635,19075.93631,13775.7229,407398.9201,332119.6192,243851.1639,1003663.19,587081.3275,393083.7766,1552221.94,525107.1905,452705.889,1554950.736,1153949.314,708896.2947,3715488.665,2988104.025,963287.7015
5.276914573/512.0117701,0,0,0,0,0,2786.023852,0,0,2942.716764,0,0,3025.385349,1819.359219,0,2453.293793,1970.189829,0,985.0949145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2055.440159,581123.7651,80628.166,406711.7311,558565.7538,172205.51,391575.0056,447133.6631,163480.6977,300282.4463,568889.646,171380.8941,166186.3972,422084.1848,160620.7638,242047.3425,0,0,7013.134005,86827.50384,91003.22875,248283.7193,123995.1031,124878.6589,252212.2258,21723.92058,65802.38615,262288.3968,7809.903724,59948.5367,136601.0458,23437.54431,0,146293.2031,0,0,0,1912.241307,0,2751.488387,0,0,2319.729581,0,0,0,0,0,0,0,0,0,0,42018.73184,115557.045,203479.7408,58899.33233,4192071.023,1728929.698,1037981.031,4405449.316,1189012.289,1166690.637,4178592.579,601994.794,881305.0207,2586494.849,1178238.667,681459.9677,3931203.401,1223432.35,585187.4269
4.03545039/358.1687854,0,0,4213.180728,54082.09305,1342.442308,54526.07442,58283.30638,2588.615957,101658.7863,80093.71542,41916.4673,132781.3007,76536.32435,61618.98126,166382.831,99627.28516,99999.02237,99813.15377,0,0,0,0,0,4630.993083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72056.24735,49321.14964,23297.61151,254643.851,125080.3482,212126.6486,568550.5525,353293.5151,422406.3451,672711.746,598550.5007,732937.6838,1148790.001,1018832.213,918748.6049,1631310.803,1363925.909,1612688.755,30380.87076,9745.743002,35894.88234,263002.4047,315221.2304,333687.0381,559312.6055,657862.0887,514653.2148,451600.7084,332788.7914,778287.2219,210071.0399,618798.2088,1084250.843,666070.8554,99947.09477,1224704.231,0,0,0,0,0,0,0,0,0,0,0,90561.46318,0,0,0,0,0,0,0,20351.32185,26458.6833,5676.48212,10352.50772,463923.5067,194952.5263,567569.9523,1164259.947,565766.445,1015448.277,1683172.428,524345.819,1616658.455,1686969.971,1763641.189,2503779.657,4934004.327,5326924.914,2727060.757
5.064093741/774.3748538,71389.65155,21900.1058,54006.28799,169449.3714,19877.4218,30250.37134,228079.8495,13018.72777,75773.94044,214326.0899,79079.87436,169532.6706,224520.9803,91602.05076,255106.0226,262269.8602,192196.4101,227233.1352,0,0,0,0,0,0,0,0,0,0,0,0,0,1742.478571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1967.711684,0,0,2112.161214,0,0,2366.26056,0,0,0,43465.29873,43388.08533,18821.66589,42236.12537,245795.8474,129634.544,121826.3196,319186.6601,151329.0872,112901.225,244034.9323,368171.6274,356558.9932,488262.2151,358114.627,716470.7015,582193.266,756690.8519,55625.7766,8579.85721,20608.7404,148977.1513,131097.082,158995.7454,329707.4293,188328.8689,157203.167,432646.6999,106997.3924,493296.6307,216712.4865,261679.7719,1094417.521,842976.003,97401.68307,2416504.903,0,0,0,0,0,0,0,0,0,0,0,240739.8595,0,0,0,0,0,0,0,9321.368339,15064.13257,33146.44683,20374.465,339765.4956,312651.3975,367127.8388,1399837.526,773186.6457,833366.0167,2029842.474,752844.1553,1126290.11,2425857.879,2442860.907,2141941.264,7171960.018,8270739.78,3111853.743
3.687792539/360.181449,2000.367776,3432.35015,7112.050499,39553.86409,3423.886132,6593.785332,48974.6364,3058.373229,36061.79554,56384.84888,8541.703186,58587.43794,84918.41407,15572.0813,101772.7266,70088.39033,88106.54651,79097.46842,0,0,0,0,0,2003.277367,0,0,0,0,0,0,0,0,0,0,2914.647512,855.7040125,0,1328.598705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12953.74997,18876.28678,2237.33799,33041.19823,77632.23998,52216.39325,79749.65591,141494.5814,75887.63307,107129.3625,223562.2981,140676.2884,211230.3605,269746.8821,208113.4224,438719.1098,347860.4107,289164.6684,16283.60425,4622.575724,14761.48441,101005.0644,40156.66695,82605.92063,149863.4795,80020.15719,144463.2369,198815.4264,62863.48699,331676.9551,97033.52562,146833.5619,536973.8593,326409.2171,21192.33094,876746.9792,0,0,0,1625.102664,0,0,0,0,0,0,4118.913847,69124.86597,2402.650879,2003.146744,4157.231173,1867.713388,6427.791354,5648.82645,8092.092566,14456.01604,24914.28954,14804.12108,25764.61323,406645.0364,306340.5093,263184.0474,1038113.296,533425.9628,405843.0569,1539578.182,453880.2641,489710.4059,1538875.008,1070886.61,735138.9838,3923003.539,2710777.321,1016881.575
5.068369842/280.154916,6981.115042,0,5589.971056,8676.328592,0,48148.89453,6869.06765,1051.715365,70551.80314,14624.84462,20943.24103,94237.89257,23414.12608,20718.93175,253068.2505,33007.66189,31844.52334,32426.09262,3381.423374,0,0,0,0,0,0,0,0,0,1953.249465,0,0,0,0,0,0,0,0,0,1494.568053,0,747.2840265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11825.93005,56875.44951,46033.35931,150496.1126,128929.6132,223665.7489,426669.0648,211858.0615,589617.8722,285544.5136,359095.34,912737.4462,490616.175,494530.3081,703530.8929,868092.6451,548472.0785,412768.7648,7925.552478,8854.492308,43048.68076,186626.9287,162309.14,450722.623,312289.45,395105.2952,348274.0854,304068.0217,198182.9786,1745363.24,138872.0301,210697.6934,1317968.758,462075.8435,67455.54346,1634565.642,0,0,0,0,0,2739.22583,0,0,3721.142409,0,0,45651.21789,0,0,0,0,0,0,0,59737.21138,75322.24573,55124.48141,76346.35315,490627.5205,614170.4642,1197337.934,1208166.677,717113.2742,1954045.364,1856610.246,471719.8809,2648218.945,1688364.771,1904498.053,5658249.191,3503093.65,2746699.456,1150633.067
5.137163742/738.3983478,23430.63777,1697.11957,3536.251736,65078.47564,6080.129247,3132.245291,79367.49467,8403.105067,9384.262282,85826.41911,37510.4017,16269.12117,131809.9364,32248.53695,40185.05512,60191.09287,70836.1313,65513.61209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6111.183121,11700.69341,0,23617.27132,27748.49994,35830.4335,30546.41795,38403.10449,81775.37388,83660.79398,133124.2845,121557.4573,56306.70344,136151.4619,190841.1601,420714.8547,210566.2477,325638.9612,18034.85186,1890.368333,8057.583744,189558.3809,44021.74562,32377.08113,171826.0485,40870.49032,103828.1905,428506.0905,37324.3,208772.5617,134240.2256,125369.4797,512493.1144,395382.6096,46253.20662,1004164.9,0,0,0,0,0,0,0,0,0,0,0,40728.88562,0,0,0,0,0,0,0,1597.213375,17507.5603,4027.122557,2217.025732,455551.7662,207090.1476,130545.1489,936943.8749,320481.6911,294151.0686,1762579.366,462391.2425,543046.804,3321778.171,1389364.038,869173.1687,5860803.233,3365309.56,1486664.23
5.27846128/477.1172091,0,0,0,0,0,5157.586625,0,1075.360846,3033.870596,1658.675165,0,9977.171518,2630.473333,0,6707.273972,1846.821397,0,923.4106985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1648.935772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21523.03861,10613.80999,386743.1944,148061.6497,189431.5506,373056.7716,234540.4036,317434.8901,327888.2459,44851.17255,189923.2013,386971.9423,132322.0689,222527.0149,240129.5277,134303.9023,102769.0013,0,1904.875992,13383.29031,155814.887,46516.93796,116365.8905,41658.8212,69245.30078,271858.4738,97860.15838,25660.30929,240931.8443,7176.455585,74031.21709,259736.0548,10438.84032,0,203917.7656,0,0,0,0,0,20660.63538,0,0,4734.012647,0,0,0,0,0,0,0,0,0,0,112872.3206,323396.6502,69831.42656,111905.5001,1743745.804,941510.585,724642.3973,1343859.689,725779.0793,730847.5791,1497703.824,525366.2191,590031.7696,1501982.073,713717.6354,497626.6425,1321198.088,710365.5419,408143.4865
8.525178955/715.3723521,0,0,0,0,0,0,0,0,1354.648621,0,1073.849352,4196.256862,0,2912.14212,20590.08386,912.665307,8214.849454,4563.757381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4575.377791,23289.39474,3188.559224,97049.86523,108424.0572,283323.5304,312408.6441,346184.0858,710924.784,559464.9135,591797.749,1834310.957,2197031.563,1489655.977,6364320.409,9268852.467,1846073.694,18590347.54,0,0,0,8419.087933,1455.755912,73347.94415,15732.9515,14959.28787,116983.204,34264.34589,17024.66621,221693.6826,17596.55864,49174.66038,637201.9205,85327.03467,32994.97744,887804.7903,0,0,0,0,0,5661.428717,0,0,9500.293678,0,0,14526.67313,3983.201321,0,0,25690.65079,0,0,0,0,7126.377279,0,0,156780.4513,178038.4352,386416.791,462888.7877,379682.9634,1068602.602,770010.7201,376030.175,2334258.582,2858396.531,1620762.853,7958298.639,12964342.1,16072291.72,14690208.41
3.858749422/358.2019541,3494.056394,1692.8739,2416.324567,42282.52579,1777.034877,4447.654387,42976.0187,1216.235457,12715.36162,46936.79927,15426.34391,34103.1938,48884.92089,30865.20317,53007.89945,61587.7409,32012.61129,46800.1761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2139.138063,11448.76404,0,8886.067532,42703.48432,18626.6413,14222.71565,84138.84077,30125.78523,55920.09159,134470.3021,96783.11159,87068.93763,160225.3887,89296.69018,178102.9105,210288.8812,139956.3215,4452.544268,0,10131.83865,60818.23729,14773.05202,35381.01884,104050.8439,42395.68198,87764.46822,136438.1078,37814.87973,205750.1257,64667.76453,88526.42102,381869.5828,181690.4659,29558.51838,702898.9191,0,0,0,0,0,0,0,0,0,0,0,38240.78544,0,0,0,0,0,0,0,2418.482097,11720.54395,4645.085099,4913.835181,247307.8145,171238.2697,142361.8136,753089.2535,354450.9655,241487.5951,1145157.148,379407.5279,367250.1494,1228621.591,896537.6574,604072.3201,3826072.85,2583253.835,1016342.103
5.50897273/730.4319284,6552.312808,5276.31971,9700.474076,75378.67704,15577.26492,73689.49587,74353.85288,13944.46316,142461.9586,89642.75253,45021.41361,275604.7068,69049.28698,197231.3632,834795.7188,269306.9071,288363.6119,278835.2595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1478.662485,739.3312425,0,0,0,0,0,2552.731995,0,0,1451.911834,0,0,0,0,0,1778.766848,5270.394258,104992.8134,3543.021273,75881.12597,524062.4646,286608.9499,391779.7634,1046579.743,780629.561,421079.2345,2328647.904,1800933.442,1602669.298,3953621.249,2651204.831,3129245.663,442927.6741,3141971.562,15553.08078,7269.853765,70247.47425,71624.22867,60338.26951,418482.0026,403818.0572,281482.2059,780181.5371,161030.9194,131978.2756,2606189.935,128234.6232,466943.7862,4543907.379,634311.0168,72799.45791,9507015.188,0,0,0,0,0,10916.64771,0,0,25615.07125,0,0,547434.898,11094.03901,0,0,18942.94351,0,0,0,36332.19388,5669.714462,46290.81673,10840.62446,989018.3755,2086463.389,1831593.613,5432698.695,3709292.15,4369324.369,7679958.72,414619.2285,5727884.782,3899915.945,9234146.712,10656704.64,2351495.076,49652087.32,796906.5844
5.278975477/532.0698813,0,0,0,0,0,0,0,0,2713.238947,0,0,12206.15547,0,0,19022.18332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7525.62049,9981.755809,391546.0513,131719.6959,383727.0296,409731.2417,222650.566,418497.4212,263831.3785,80210.56602,243938.9849,257737.4027,107332.9196,105764.5509,189144.3282,146065.01,124832.5912,0,0,2724.042787,92646.3298,21642.69136,244007.6842,49587.89208,89781.53675,222628.0711,63899.67131,20508.12878,302972.5796,6113.366483,38252.44054,193491.4362,14801.3307,0,244420.068,0,0,0,0,0,3183.294223,0,0,2893.701617,0,0,0,0,0,0,0,0,0,0,55246.48843,176342.2423,171347.2541,89846.63818,1412470.757,866774.7021,1015531.455,1349841.313,703847.6661,886679.9794,1578359.041,457599.0307,786714.0043,1172328.05,632613.0377,674062.4153,1389077.008,796226.7285,504820.9523
4.853642092/436.2099495,0,0,0,2207.943707,0,2108.46104,8206.696932,0,18235.25072,0,0,32028.99796,2430.584597,0,60712.79713,5816.812588,0,2908.406294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1524.343538,1804.399723,0,91379.63144,78000.33907,116334.4023,405484.0807,221738.246,342896.0321,683405.8555,559250.4467,552299.3777,1564832.2,827797.6561,815161.3085,2261918.762,1319028.365,1069992.797,0,0,0,50526.75741,38169.62169,120054.3133,117283.9791,129632.1967,233880.3329,81590.99457,94504.21635,424630.3994,72678.27479,180723.4326,714845.1355,211624.2736,23589.47558,1079673.97,0,0,0,0,0,0,0,0,2974.611649,0,0,0,0,0,0,0,0,0,0,1373.434367,14049.90395,1609.359704,3794.606439,826074.5005,202966.1129,527698.5141,1414759.694,487511.7579,1048269.399,2292883.586,407599.0227,1375496.779,3666874.551,968543.257,1985933.544,7595632.75,2599424.607,2549745.999
4.722158251/527.2750745,2268.084685,1478.202664,32831.94152,38319.51007,1180.324641,129557.7558,52977.69842,0,84113.25067,17861.47142,10355.53063,24869.57392,28458.3185,38594.12452,54232.31322,19349.38235,17173.1094,18261.24588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1259.13584,0,13901.79933,16376.64663,2617.591859,23256.52182,9826.992942,30086.20734,63222.28535,15791.46353,28153.40549,97458.02703,34612.60375,82922.80588,159590.7005,177410.0373,149395.4662,538335.3129,0,0,3014.740334,14509.1519,12075.37614,14261.84403,15469.02262,22856.7766,124231.5892,16832.26985,0,243393.706,2531.828118,3385.029886,453220.9135,11803.78294,9632.021881,1178041.089,0,0,0,0,0,0,0,0,0,0,0,78780.77707,0,0,0,0,0,0,0,8179.742459,5260.311432,8471.380258,37636.46123,528680.0139,305997.1246,446458.5524,1187365.397,464088.2478,626751.784,1228875.115,407655.9915,809740.11,1170638.074,882841.1159,1446110.619,2021355.683,2334106.893,2102666.402
5.279782437/517.1059295,0,0,0,0,0,7697.966195,0,0,7322.850416,0,2726.372352,19368.65696,0,0,10980.52444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6633.267841,0,201448.7423,103538.4866,394936.3922,150583.219,184691.4043,396997.2717,249315.5988,134731.2967,354042.7417,161128.3647,118653.4925,145255.6945,240506.792,140055.9021,195670.7718,0,0,9122.599152,98829.75518,52824.26591,260579.1183,72308.33897,66097.48906,147542.5384,79003.58698,16656.37129,272193.6989,7060.404259,31749.35066,304029.4848,11560.28824,0,248163.5271,0,0,0,0,0,16091.73774,0,0,7571.513613,0,1704.341083,0,0,0,0,0,0,0,0,103304.2481,181553.6975,142693.9639,107067.6264,1269605.471,768879.9957,904758.1138,1096397.988,643206.965,893978.9792,1272718.724,432222.485,741809.7799,1098269.346,602902.791,671260.0797,1132352.679,640458.8394,439020.5117
5.430722049/784.4039277,0,0,1847.475785,1664.303159,0,1401.784163,0,0,2301.575008,2960.638076,0,23455.36807,5683.157596,1483.481333,69122.3616,15766.68095,34746.08683,25256.38389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1102.488034,3734.3864,0,0,6910.825535,0,3284.214747,11500.6671,2867.749999,21844.06876,35957.44985,21430.49672,31407.29468,29377.4679,26714.6147,67686.24469,174104.1608,66832.98244,95061.87122,1644.388068,0,1593.388072,84263.6413,1943.693944,38249.62361,65317.34909,17280.15656,112619.4534,230793.4975,26896.23446,297988.8885,77921.08186,84044.84009,603459.8196,300761.6629,66809.18366,904680.8558,0,0,0,0,0,0,0,0,0,0,0,14398.8437,0,0,0,0,0,0,0,1125.778167,3122.176941,6251.414212,15864.44819,273030.4297,116468.2316,207076.4239,942314.6091,163760.9388,362954.6347,1780926.795,368871.8494,482437.9527,2460397.535,1218945.73,703506.8826,3333300.325,1647229.971,751282.8981
3.526613033/1023.504467,55755.39563,40193.41097,131427.4963,40406.3131,44437.43285,91746.90521,108146.8102,19543.50572,138479.2021,108039.1742,30989.0404,130588.0101,73458.99021,31798.2341,112388.5104,106596.9931,21939.46546,64268.22928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2327.027779,0,0,0,0,0,3556.73962,0,0,0,0,0,0,225092.3867,74021.08993,54446.3336,19637.90402,18478.58453,147313.1737,62977.22636,44153.45968,64434.91301,18561.44682,178940.0166,276637.1219,23666.71854,340314.33,249753.4587,102396.4359,406999.4775,261480.0539,348542.783,211410.8517,201322.1312,451498.8875,489797.8366,410921.9507,480256.4782,903801.994,605789.9161,302168.643,465756.4252,831388.6515,115018.6374,747138.0562,1030545.095,117213.2972,87886.70216,702226.1835,0,0,0,0,0,0,0,0,0,0,0,61073.00894,0,0,0,0,0,0,0,59841.95553,201046.7594,99088.24526,58009.63919,462150.0731,522599.2124,537591.9706,984049.1401,685195.4953,319548.5984,1452949.731,384638.3985,742608.3532,824420.3074,788101.8852,1062024.845,1433805.556,1246687.301,808184.5168
4.748943394/407.1374715,2052.657104,0,2592.826142,4430.184941,0,5949.544894,4538.553738,0,5512.074027,2978.948921,2089.69166,16829.0239,4568.452899,0,17842.24051,0,3374.151208,1687.075604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54466.15328,118734.3755,89985.50585,491120.3941,181346.8437,477326.5019,831306.7834,600165.7761,631441.9944,767852.9624,1383284.329,561038.8758,1008482.281,848909.9388,560218.7297,916594.9797,808883.2096,496895.1448,19461.26975,6024.847053,22369.52081,101663.6501,112371.8511,253175.3306,149211.5984,1191661.285,359111.2501,149216.7121,137002.2257,292352.9648,61842.36261,229731.1836,354613.2782,51950.36779,11408.56163,297921.6087,0,0,0,1579.769691,0,4794.338094,0,0,15552.37493,0,0,0,0,0,0,0,0,0,0,128028.1087,238904.0904,281969.0264,263844.1447,1359785.549,1242783.069,2842550.89,1537302.482,696232.6277,2896240.595,2060817.821,382882.8123,1628332.026,2039769.994,730088.5199,1296475.52,2476041.913,1206219.946,722793.3664
3.603906716/912.9495063,3004.713792,0,0,2614.212709,0,0,3102.33446,0,2149.522838,8660.6647,0,0,0,5273.332345,0,14134.80627,5358.768538,9746.787404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1629.094964,0,1127.686727,0,0,0,0,0,0,0,10028.76524,0,0,20186.25739,18191.03259,9838.722694,28585.41458,127888.62,18425.43172,46345.17305,139046.938,30938.9037,75291.97083,48988.73019,96726.94647,450375.5274,459414.2337,143392.476,7458.899646,0,2898.439896,4431.593361,2899.651975,1562.905981,7869.475276,5592.351399,2290.150956,4702.504634,17238.2507,47056.06616,1366.914534,67519.70366,37724.05408,20976.06904,1347.70281,25542.93548,0,0,0,0,0,0,0,0,0,0,0,10801.9321,0,0,0,0,0,0,0,2627.398643,5254.25001,5637.261305,2049.77808,112602.6252,125450.7338,44228.99327,296203.714,348517.1485,21737.47224,336379.7038,369699.189,44953.70077,260534.5491,924783.0383,200677.7854,2039858.225,277501.6829,181355.4057
6.163594546/385.1321582,0,0,4214.403678,0,852.7006995,16110.15559,1236.156803,0,14519.06757,981.0561541,4853.375988,33352.59469,13454.71388,4890.560393,15874.81048,4840.122632,2493.276499,3666.699566,0,0,0,0,0,0,0,0,633.7776317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4089.862018,13000.04234,26480.25063,187733.2463,71081.84532,121765.7359,370702.4865,187792.0007,318737.0464,366783.6815,298990.6755,489345.8906,534413.5034,483576.7906,386097.1223,574625.3729,653171.1463,398421.1176,4214.545439,11671.3138,19297.56203,164968.351,240098.4033,291390.2236,143872.1046,278132.1855,276138.0283,108513.6357,92926.11839,268129.7747,8573.589336,97323.16138,251254.3784,49081.09325,3525.624918,169746.5283,0,0,0,1107.198639,0,4645.991276,0,1066.026277,1708.949866,0,0,4756.223806,0,0,0,0,0,0,0,31198.91336,91724.74986,33053.42906,15501.71133,490448.5016,244145.3998,544475.4085,1042386.007,509147.3424,903894.6452,1276102.774,407302.7169,836592.6029,1381702.882,889032.2387,663225.3716,3361840.973,1704221.45,512561.1716
5.279399517/489.0714478,0,0,0,0,0,0,0,0,2272.4962,0,0,6862.416554,0,0,2514.975483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317777.5331,61706.22984,282653.1089,186177.7169,147290.6835,120643.5869,228045.1583,82636.25337,152479.0478,304858.1654,80765.65288,51692.31654,158715.0812,99279.36554,54215.53543,0,0,2499.759167,63140.65816,18233.90454,115354.8318,58124.65308,32698.40357,204635.4377,21093.32879,19200.42381,207341.9306,1761.837156,17772.04426,67358.30532,2848.926704,0,105962.5063,0,0,0,0,0,2727.851669,0,0,0,0,0,0,0,0,0,0,0,0,0,34618.50922,143008.1474,96214.9706,54555.40181,1054191.318,682955.9945,501993.6035,1097259.628,536924.9696,586888.6952,1088505.211,357124.6309,455260.6528,903947.4841,510433.1513,489488.924,921309.4578,534633.1582,174628.6744
5.113208693/720.3874548,7619.783799,0,0,76433.09392,2471.865942,2865.034832,78361.90303,5054.368866,3035.335487,31257.29229,23294.63536,8608.729288,90211.49637,39178.74474,15019.36452,110973.0096,66697.37458,88835.19209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4800.533582,9873.571715,0,12834.1528,37293.605,18456.76634,17790.65097,97139.84316,13445.27524,29077.35824,95581.02624,99076.18101,181700.7321,141652.0829,72616.74372,201499.4148,188957.0822,243080.262,13533.80547,0,2254.289664,180975.617,30906.96481,27938.79301,143336.5227,28089.53673,67029.85732,442845.8968,29938.49879,142523.9603,131569.4405,116354.779,342941.4113,219236.1058,35013.49399,696922.2418,0,0,0,0,0,0,0,0,0,0,0,25570.95899,0,0,0,0,0,0,0,1613.432342,32333.33876,2808.850908,1987.893336,352037.5047,179333.0356,49947.8567,736679.4638,337711.3153,217486.0863,1623050.514,579619.5399,320304.5791,4206023.251,1602456.779,648645.223,7513708.006,4174539.443,1067126.126
