Sample,1mem_Bt_12pt5hr-2,1mem_Bt_12pt5hr-3,1mem_Bt_12pt5hr-4,1mem_Bt_25hr-2,1mem_Bt_25hr-3,1mem_Bt_25hr-4,1mem_Bt_30hr-2,1mem_Bt_30hr-3,1mem_Bt_30hr-4,1mem_Bt_35hr-2,1mem_Bt_35hr-3,1mem_Bt_35hr-4,1mem_Bt_40hr-2,1mem_Bt_40hr-3,1mem_Bt_40hr-4,1mem_Bt_45hr-2,1mem_Bt_45hr-3,1mem_Bt_45hr-pseudoSample,1mem_Cv_12pt5hr-2,1mem_Cv_12pt5hr-3,1mem_Cv_12pt5hr-4,1mem_Cv_25hr-2,1mem_Cv_25hr-3,1mem_Cv_25hr-4,1mem_Cv_30hr-1,1mem_Cv_30hr-2,1mem_Cv_30hr-3,1mem_Cv_30hr-4,1mem_Cv_35hr-1,1mem_Cv_35hr-2,1mem_Cv_35hr-3,1mem_Cv_35hr-4,1mem_Cv_40hr-2,1mem_Cv_40hr-3,1mem_Cv_40hr-4,1mem_Cv_45hr-2,1mem_Cv_45hr-3,1mem_Cv_45hr-4,1mem_Ps_12pt5hr-2,1mem_Ps_12pt5hr-3,1mem_Ps_12pt5hr-pseudoSample,1mem_Ps_25hr-2,1mem_Ps_25hr-3,1mem_Ps_25hr-4,1mem_Ps_30hr-2,1mem_Ps_30hr-3,1mem_Ps_30hr-4,1mem_Ps_35hr-2,1mem_Ps_35hr-3,1mem_Ps_35hr-4,1mem_Ps_40hr-2,1mem_Ps_40hr-3,1mem_Ps_40hr-4,1mem_Ps_45hr-2,1mem_Ps_45hr-3,1mem_Ps_45hr-4,2mem_BtCv_12pt5hr-2,2mem_BtCv_12pt5hr-3,2mem_BtCv_12pt5hr-4,2mem_BtCv_25hr-2,2mem_BtCv_25hr-3,2mem_BtCv_25hr-4,2mem_BtCv_30hr-2,2mem_BtCv_30hr-3,2mem_BtCv_30hr-4,2mem_BtCv_35hr-2,2mem_BtCv_35hr-3,2mem_BtCv_35hr-4,2mem_BtCv_40hr-2,2mem_BtCv_40hr-3,2mem_BtCv_40hr-4,2mem_BtCv_45hr-2,2mem_BtCv_45hr-3,2mem_BtCv_45hr-4,2mem_BtPs_12pt5hr-2,2mem_BtPs_12pt5hr-3,2mem_BtPs_12pt5hr-4,2mem_BtPs_25hr-2,2mem_BtPs_25hr-3,2mem_BtPs_25hr-4,2mem_BtPs_30hr-2,2mem_BtPs_30hr-3,2mem_BtPs_30hr-4,2mem_BtPs_35hr-2,2mem_BtPs_35hr-3,2mem_BtPs_35hr-4,2mem_BtPs_40hr-2,2mem_BtPs_40hr-3,2mem_BtPs_40hr-4,2mem_BtPs_45hr-2,2mem_BtPs_45hr-3,2mem_BtPs_45hr-4,2mem_CvPs_12pt5hr-2,2mem_CvPs_12pt5hr-3,2mem_CvPs_12pt5hr-4,2mem_CvPs_25hr-2,2mem_CvPs_25hr-3,2mem_CvPs_25hr-4,2mem_CvPs_30hr-2,2mem_CvPs_30hr-3,2mem_CvPs_30hr-4,2mem_CvPs_35hr-1,2mem_CvPs_35hr-2,2mem_CvPs_35hr-3,2mem_CvPs_35hr-4,2mem_CvPs_40hr-2,2mem_CvPs_40hr-3,2mem_CvPs_40hr-4,2mem_CvPs_45hr-2,2mem_CvPs_45hr-3,2mem_CvPs_45hr-4,3mem_Full_12pt5hr-1,3mem_Full_12pt5hr-2,3mem_Full_12pt5hr-3,3mem_Full_12pt5hr-4,3mem_Full_25hr-2,3mem_Full_25hr-3,3mem_Full_25hr-4,3mem_Full_30hr-2,3mem_Full_30hr-3,3mem_Full_30hr-4,3mem_Full_35hr-2,3mem_Full_35hr-3,3mem_Full_35hr-4,3mem_Full_40hr-2,3mem_Full_40hr-3,3mem_Full_40hr-4,3mem_Full_45hr-2,3mem_Full_45hr-3,3mem_Full_45hr-4
5.344872818/209.1543553,250498.9034,139086.2045,273256.358,586219.0511,235637.6009,225180.9233,642200.652,180734.6458,233518.7092,691032.0282,199430.819,225745.2321,671344.1304,274458.8708,237644.5225,607462.0025,588702.7213,598082.3619,226073.6175,165767.5884,165347.139,491365.0075,209480.8162,199953.323,295123.1409,510597.9041,16975.29458,247639.0591,392538.4228,246964.008,129855.6431,174504.7089,158469.1566,28419.173,174085.5572,551097.8222,52318.10757,130777.5592,186697.7639,235932.3997,211315.0818,168432.0466,161070.7133,197134.1766,387199.0358,64348.76058,236335.6153,352365.4109,356558.8634,345188.5516,172352.5176,34350.10836,405158.8957,203697.118,216632.4949,241462.9227,145674.5578,213475.7903,182039.4259,349009.1583,277607.9312,227733.1361,469391.3443,448855.8772,571738.7579,386850.3065,807236.4419,703159.291,595172.0649,640941.376,431410.8357,1084563.215,758997.0527,572961.9912,111767.3847,76551.1296,149753.7942,476734.0104,265400.9212,566665.9124,420828.0287,1530431.47,333665.1017,793709.8795,180528.4967,501717.4319,415516.2507,392416.0189,1096605.48,586912.457,111284.9164,678056.6638,179186.948,175187.6805,97190.61428,552955.0357,401530.4136,237942.5604,330649.992,444664.5375,262138.7545,76354.09545,339707.227,636609.0489,483561.7217,284254.4066,353614.1697,290945.9857,315661.3086,404551.5698,285872.7855,183985.9787,476982.5871,318713.0636,243169.1278,1544189.07,771160.1919,1393512.383,1267659.206,1369149.254,1369019.979,2917594.047,859398.5938,529637.2377,2703738.106,1102447.699,2527518.628,1410821.723,3817970.058,1946926.493
3.579218011/505.2283894,429683.3152,286503.3873,466242.3433,444716.364,200267.5651,422543.0844,444816.6074,168355.1646,486299.6806,499543.1432,376701.1395,530277.1809,529430.5333,513193.1441,631361.1599,544653.798,556180.0835,550416.9408,439517.4202,333019.3916,359080.124,527224.1586,232520.8296,462823.0201,485389.564,474396.1791,65331.07094,450248.2406,584534.2345,397728.8688,105488.7325,449931.5309,269422.9626,52788.92118,384227.4655,470078.3338,48131.03747,324551.4002,329504.3698,426852.9441,378178.657,595034.286,111925.017,459447.0268,581280.1682,159930.8616,500596.1462,546888.7979,402209.2805,407440.6766,237999.7161,63537.01362,500186.9317,508448.1602,193077.2286,299869.698,459092.0116,606425.9077,468876.6817,543011.4006,477632.0722,492685.4543,586229.6371,530446.5087,519989.9463,513374.039,488537.2602,560640.5859,593652.1011,491286.2342,641393.1405,625529.9625,433702.1022,661323.5378,539504.8057,430958.7351,451968.6203,656043.4607,405027.6362,483159.1992,764657.4727,452777.3997,474781.6047,682999.411,270936.4107,502102.7562,320120.9478,324690.031,514750.5107,714249.3433,76402.4357,588852.6099,505444.2745,389088.2736,424023.3844,482051.8123,427206.0641,488805.9872,470631.781,478231.7572,541054.0881,534634.4416,433602.9238,717004.6319,514660.6365,405169.169,318554.6568,531857.504,370795.26,396486.4639,553673.1317,254211.8892,456329.0748,516346.317,382550.8893,529410.9279,539934.671,506373.3764,529871.9272,484307.7768,501998.2896,411887.2102,215103.4063,477535.944,428343.9972,344364.3228,534858.4417,527483.5984,636587.9546,475893.052
3.025341148/552.1302167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235825.6766,193368.7541,66204.84559,786463.48,749515.0593,644177.7277,337607.8949,850132.8479,516514.741,537370.4433,509582.4676,944903.3288,649084.5259,725554.3978,956785.5123,707205.4236,692772.9659,1033549.95,571202.5521,693077.5919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,564915.0564,519402.2663,438109.6575,982604.4819,635716.7141,473824.1241,1071452.696,726861.4989,479798.5958,974063.1274,894835.8782,575265.3727,984393.2409,860383.7079,582249.5313,974539.1215,850230.9266,735474.4868,0,0,84196.32259,1959.764505,0,101256.34,0,0,51313.88482,0,0,175324.0847,0,0,239769.8197,0,0,191740.3214,479157.8369,599624.2582,396080.5742,713517.3563,813172.3175,573838.4329,830163.2797,812615.0573,612868.5913,617308.1761,845732.9769,0,530615.3791,918118.7958,981096.5067,576462.7135,1048436.495,1047739.827,549996.3844,259604.1194,602269.3271,1049561.904,558282.7552,851523.9807,940147.0097,616640.3142,1022440.44,944232.2119,601171.442,978955.997,866366.6193,626982.4931,1032682.286,1090880.91,738126.4876,1087546.798,292391.5393,784532.8532
1.194062431/147.0660296,59313.17345,22287.17419,114430.1475,252054.3766,162103.428,1536873.447,195537.9262,113397.9561,1289732.749,331527.6306,246743.5891,366662.3089,685757.8743,1484213.03,3145355.208,2189473.452,2131105.27,2160289.361,576615.1502,329222.9132,402617.4062,3800815.34,1058750.492,1964008.122,846936.8502,4049711.118,365684.9831,2197725.158,3508098.37,1788484.407,551184.4397,1759962.201,1391985.908,368430.8398,2188473.227,2132739.087,285413.9306,2208397.414,116016.395,755854.4181,435935.4066,1264550.862,508981.8667,1110711.723,3533663.312,1003530.377,4683367.563,6439511.698,1448363.948,4157141.288,4496269.599,337857.7906,1888377.538,8534350.182,1822983.961,4482458.394,382373.9298,386521.7758,291132.2766,838063.7121,1921678.394,788703.5442,2356455.756,3781757.553,2191535.37,957758.3213,3694223.846,3435885.899,9584118.401,4924761.116,1465234.721,15322334.1,6682428.668,9987587.828,195146.7516,474367.9056,712118.3144,1467226.436,1864120.407,912101.81,1511798.059,2591484.897,1538664.828,2026207.404,908189.6379,798715.1956,903471.1303,570754.6676,2844509.781,2218441.849,432653.1158,1316456.666,1236472.095,1112526.632,657804.8642,2426775.594,2709707.521,1504217.357,2638883.639,4379233.675,2027742.241,5064190.846,4820239.57,2701125.288,3576204.378,2565145.791,3874073.138,6531530.447,3679914.94,4277146.322,7344726.22,176645.1131,202661.943,772094.8565,266716.987,1159208.526,2369711.006,1415295.591,1075156.864,786030.6519,2501690.486,3380911.837,1397179.582,1592540.346,1083963.985,2218092.646,1764465.795,7773259.589,5422133.831,1918044.424
2.641867192/159.0660562,687897.0789,394034.6005,744908.5512,675548.7561,292517.8877,651509.338,707558.6808,204062.5013,757704.2591,871122.5162,610668.6531,758572.7455,964721.1427,756519.5978,994371.5792,982249.1852,918983.2348,950616.21,382599.4275,83033.79257,169541.4425,273778.1039,112135.3333,205164.1221,544489.3669,394272.4573,70696.67072,343903.84,573509.3245,178034.4268,128198.8556,189053.5819,173628.361,95078.81351,440759.4365,366893.8186,69577.03429,296921.4584,266009.9916,262068.5959,264039.2938,398789.0435,91408.93949,363817.6636,419797.7615,135845.0354,436909.4662,429227.4317,321192.1983,349580.8513,295327.7094,59198.1966,441079.2235,410397.9735,182628.7026,216039.33,603417.4918,562794.2017,615265.5221,527322.9336,598118.9583,455873.2809,624738.9762,723054.3857,517655.801,463974.7646,792711.3988,533769.4664,772376.9276,704334.4518,502892.9423,838141.526,756918.5687,699351.2658,639689.986,452221.4883,574763.387,575240.1215,413228.9246,559065.4741,547085.8939,541569.1085,400400.111,555127.2291,236615.9868,438588.8676,373473.3533,392608.7969,465340.9807,761086.469,111787.1328,371621.9437,341306.4685,140459.3613,220130.2187,449378.5829,419517.8662,439046.1468,290157.986,535298.0222,521812.1965,786796.3946,609720.7386,1012351.819,555617.898,471616.0604,516002.578,710366.9882,534610.5792,664597.4007,702099.5541,241726.0099,321676.4126,592570.3474,508586.4597,474616.7612,472094.552,491409.3517,443456.2032,326363.1776,454136.0315,398247.4583,182205.6728,380730.8901,375499.9901,263790.7663,390559.3637,619235.5276,672268.1909,390572.674
5.012698654/855.4999397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173672.7364,51331.33341,97715.24665,397243.2289,63468.22119,302903.3442,182675.7307,347114.7635,21077.8046,342595.4731,279709.289,304829.53,38350.09267,315899.315,153569.4577,14976.57898,286303.3054,465646.332,7861.962401,201392.825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2482.826812,90977.60079,562701.2521,589677.2149,378906.678,545679.2177,828407.6679,594434.3967,632886.8641,1087477.444,565459.4575,798917.9845,1055053.609,554754.6528,1238289.19,1412425.21,958596.9947,0,0,2003.022904,0,0,59281.85863,0,0,53203.44289,0,0,94080.87924,0,0,41160.48553,0,0,37319.34446,278334.3181,159414.4341,177419.8977,641082.5816,273548.2678,394495.3809,492573.4996,299541.7563,497878.4948,381396.3791,424285.7553,0,410449.4422,590318.0493,290853.0529,501870.7748,616931.8791,251342.573,342715.9972,223562.6189,716690.62,247319.9478,133321.8582,1159815.985,1077664.867,787039.1512,920765.1555,773314.5355,832583.6513,1393368.78,333335.4181,795048.6655,912088.2847,766238.1491,933947.6532,1812810.801,1750509.815,675727.5556
5.012415611/819.523398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214288.9928,100345.4682,155428.3177,439998.9919,223314.9557,381433.0859,188426.3887,406424.1241,54557.50158,413758.4921,268298.004,352296.5973,87349.07237,422468.8583,161608.7499,46717.36875,344112.9396,379638.5362,30059.38443,256906.1726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7492.961064,161734.5868,615702.0963,731863.7607,493613.4734,680967.6969,1109223.152,709814.1752,734649.4594,1303758.12,792215.1212,1060039.549,1315007.993,838982.6159,1202467.511,1748049.923,1271589.004,0,0,6733.124341,0,0,93784.98582,0,0,114864.6618,0,0,69121.15539,0,0,171752.2554,0,0,109242.148,372883.0304,193411.558,193733.5778,365033.4514,281862.8053,339978.3838,324126.042,294364.9323,360167.1472,292663.3809,371593.5353,0,291942.6883,370876.3407,261138.2991,338797.274,319982.3586,206882.0275,237403.6812,268351.6327,717687.5491,329351.7462,223488.7478,1009784.743,1503719.348,783248.3607,1054548.286,1252278.785,1021293.27,1100942.294,664052.4567,1067330.522,1252664.689,1327248.368,1215548.753,1438304.122,2576923.263,850560.1366
2.422148953/387.0246634,328033.6587,217304.0918,193022.4593,304914.4781,125246.0994,184650.6,269941.3258,75166.45491,213345.9814,327206.8563,254170.0798,171215.6669,335504.3123,284597.2803,206294.0187,293527.6624,306490.167,300008.9147,353577.0608,191097.0063,207605.3986,0,219980.3736,218614.6487,2730.921756,1440.315441,57254.2905,235996.9711,1700.026246,284396.2345,104365.381,223894.7067,221163.422,38739.7125,205206.8812,335783.922,31322.79085,177747.1183,220539.1987,283069.5402,251804.3695,314827.4733,113166.7446,211980.7716,381531.616,131201.1677,242778.9814,327704.6674,276081.6211,216360.7558,139062.8961,33986.90721,214900.525,271905.8168,170814.0995,142992.3622,324593.647,424860.4709,252482.1777,209422.6455,304326.4675,160530.6761,204588.4963,302863.9188,132113.3508,177030.0647,262661.5796,183947.2353,187009.2676,265692.7876,167384.975,294961.9937,270415.2163,185972.1596,298200.5282,328287.0038,225375.0557,0,161988.2426,128089.8748,0,203067.1091,93901.46861,1022.99663,83275.87315,119615.6797,617.3989249,117504.052,107193.557,929.3731164,6628.00782,136437.7385,308511.304,317972.7673,215666.4437,228801.946,234089.0409,157922.2365,274387.8823,260996.4519,179699.6743,101134.9501,266996.1841,264900.1318,223544.7918,215322.4552,196667.0669,213394.3381,223329.6255,229593.619,251049.2147,101213.8234,195520.7013,302126.918,160737.3449,150865.748,190501.1515,137619.4786,156724.0091,124121.9434,103725.4529,121194.1618,77552.97128,98288.51984,123655.5185,127061.1659,126279.0053,196484.45,68786.21324,126317.9448
4.793355012/775.4971339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214807.8228,117437.3825,159161.8556,455591.8773,225979.9329,413165.9992,306800.9563,385004.6514,52390.28458,432467.7865,406513.7334,388447.7483,97070.27539,349847.6279,186240.5507,37614.24729,383765.0912,360368.9504,24077.03237,226805.9747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3245.670258,36554.72715,132886.1162,513505.3934,554757.6317,415634.3887,598268.3674,707613.7117,479087.2088,571298.9135,865730.3716,520622.0539,807667.604,814124.809,514631.0516,890147.0243,1074440.539,699292.1134,0,0,1851.357377,0,0,58042.51257,0,0,41874.7189,0,0,83614.40785,0,0,69012.18645,0,0,40096.67707,395306.0871,235782.6468,208119.946,421589.9573,331170.0424,484784.0357,349418.793,346472.3911,467317.1399,478224.7269,369472.3476,0,418582.6435,430435.1433,254467.528,574727.6396,364985.8826,247701.8759,360714.6083,188369.7282,521033.9843,304909.2617,164751.0767,911887.4569,1501793.776,671091.5632,890421.9033,1226894.752,700496.0586,880320.9554,685104.6025,761587.3291,938062.9463,1366807.399,844567.7082,1261298.313,2404154.94,612006.5213
8.370527588/353.1997722,289318.4734,565187.4877,925481.3352,498385.1825,319914.4267,1626803.805,678236.4567,311207.0862,764203.2648,1092926.981,374157.9123,739655.1202,290447.1649,468144.4687,621951.0267,305681.8173,257337.6693,281509.7433,234023.5699,252850.7999,411423.6717,245551.7197,166059.9483,488549.6373,2715660.758,1077499.103,153292.9785,333773.6205,1738639.533,292067.0492,189258.6832,740659.9544,260913.3698,149425.4902,1990608.241,239969.0295,162889.9917,424123.7256,618724.0247,503103.5542,560913.7895,347954.4558,200137.2049,1117293.76,363040.7739,198955.0585,1240835.802,505456.7727,606838.9065,1108130.247,275533.2081,163832.3349,726084.6163,363658.234,209699.0876,499334.5848,552062.6697,1470123.233,417584.9263,398829.1605,516177.1638,966293.6696,560652.1536,694475.6307,956595.7269,479159.1572,347253.685,1820901.827,1229104.307,636923.8171,2250805.043,747062.6544,1377931.512,2644913.162,601815.0335,555532.3955,805165.1157,501504.8041,440089.3831,4381507.713,835009.764,557336.0355,890641.8213,1369441.726,253354.5235,1506387.2,234169.6011,599592.6938,861829.6948,437888.0264,389492.7481,2670793.222,469983.0976,310936.0135,936518.3303,595734.0555,702264.4864,389488.8444,432070.3179,465426.5634,558432.5454,1243675.455,239780.1272,566600.8736,424188.4104,465880.5616,204228.7384,458723.1115,366563.7925,364280.4278,525041.0205,556997.462,382426.9169,541591.5811,901065.587,476536.8577,716718.3744,882135.5657,671952.5194,566495.2865,902273.6955,702048.3619,273292.2559,916950.902,655815.6711,373908.7755,2025050.396,1203158.099,6380270.183,3851828.835
5.359158236/395.2432055,152945.7114,123549.6872,344096.7646,216513.3049,123718.7234,182706.4762,232179.0066,106623.0058,171595.3321,242124.428,176751.099,191531.2271,245590.1069,205682.2529,184863.3789,222366.4503,214138.4983,218252.4743,146701.6197,122713.1141,336401.6721,195011.4664,153349.2684,190117.4332,137744.7432,199854.2024,88839.20671,209304.5352,191470.1635,207350.6615,106584.5556,203769.6338,139861.6769,84716.95363,200962.8814,216835.8659,86763.52894,168138.4846,134346.4924,121531.4785,127938.9855,204688.4087,100753.1981,197054.8739,224686.3341,110289.4772,216056.0024,191234.6228,179401.7504,181140.7844,121614.4412,90114.39236,212596.7377,185875.2594,116928.1484,148730.8385,3014036.004,7509135.208,3485398.608,170300.2827,168401.9882,181497.1198,155216.5079,151281.1232,199629.8502,146250.4096,153400.8759,186643.6639,189118.6035,164648.1667,199925.5254,192023.9229,136163.8852,217050.5987,2446408.459,1292551.378,1979188.328,157880.9162,173818.068,108688.2963,159518.3366,153094.3678,193351.6079,154483.7703,97913.71236,91675.19931,96254.55225,131738.7578,202054.719,159847.3492,88231.8281,208124.3358,1939177.945,1276562.983,2254314.038,213409.8227,182362.5649,170239.2949,194092.3308,173844.6813,167723.781,201028.2711,188546.366,222159.8512,158267.4231,180309.5458,156836.2389,177851.4053,173557.1172,163550.9213,170200.6827,1826386.85,1887313.837,1203650.583,5571777.255,172162.6944,74095.57223,143428.4396,151548.7022,124853.0758,140568.4201,79023.17521,98238.78173,129550.2843,137297.3138,73687.77373,133934.0554,123572.9748,86476.49918,147810.7346
5.794503438/298.1807518,127307682.9,64998642.22,144506252.7,249335950.7,71827662.55,198612190.6,288359793.4,63539833.1,241002855.4,295339281.8,197030926.5,275239116,365891468.2,268232276.9,315794531.4,358484166.8,317606907.9,338045537.4,181098.6351,25379.55279,46957.7497,14769.85915,27871.28404,34521.20827,2608.158586,39151.48422,27370.81152,114855.4904,11481.45862,26748.25771,50237.99651,114570.0883,97647.36925,58973.56859,78239.74517,0,23156.12583,14898.63839,36252.72946,112883.6815,74568.20548,130543.9679,27320.94441,26836807.99,255698.4176,46014.3995,35496325.77,129557.2775,139435.3845,34998895.07,129762.2243,129628.6608,42248010.59,30376.41786,116132.9761,6905653.845,230296015.4,274051419.6,212654292.5,310198388.4,387581239.1,236444421.4,416754394.5,500794537.2,282652265.4,397740224.9,623414216.6,293259930.4,546605071.6,535349445,319493648.3,602260237.1,559586296.5,340256705,202364316.5,180221427.7,205302919.5,508401805.4,361579468.1,354674529.1,539870248.9,454559660,371121937.3,684937861,290248165.8,442106393.1,292256292.6,386828310.8,508194552.5,651784091.4,269558878.1,529789159.5,696757.704,43736.02378,14511266.68,4663352.394,10759.75396,18411528.43,203246.9638,91712.37161,17087891.43,1674.00999,79211.59646,351269251.1,3367895.702,53375.52755,87649.9521,3102378.759,9105.482967,33057.80474,128840.5701,148179169,338970113.9,198640048.9,172255161.2,441363674.2,224178414.6,278755193.3,465220653.6,195096058.5,282428532.4,495738885.4,106404252.7,256355134.9,448027367.2,159071855.6,261701482.6,623102249.7,268582866.5,248708750.1
2.406866862/188.0926098,0,0,1373.45511,1373.199765,0,1076.621477,1220.65298,0,2098.922056,2085.177033,1033.633398,7385.826009,3968.758519,6453.907922,8567.987,6735.849911,11470.13066,9102.990286,187558.4164,140279.5597,226250.1747,4300951.41,1585220.267,2638899.491,1671731.12,5818155.238,644782.3124,3699038.229,3393092.902,6160979.992,1283984.966,4495275.565,6050146.567,991505.6275,4597757.824,8842056.403,722351.7874,4308719.797,826.7218913,805.3202924,816.0210919,8807.423105,0,4101.939665,2363.178692,0,6934.566119,2066.210677,4979.868747,2145.518256,1269.591131,537.5243647,2744.577989,8293.342382,5309.040663,1335.139383,63861.66601,64945.18117,119154.9009,387830.3955,745676.3601,449643.2235,558537.6605,1042054.506,625302.2825,517258.1801,1441381.176,833770.95,969504.7344,1332060.824,992875.0382,1081155.562,1771184.814,1167803.517,1088.000245,0,4640.340077,7310.022774,2938.424847,44554.02904,7310.195881,6193.208202,63256.55172,5256.647905,896.7713548,88900.79923,3132.111348,5285.352847,117374.5659,19463.78046,0,127852.0006,186566.4678,111376.3807,171787.6447,2614973.062,2715162.23,1851736.619,4658703.979,5628028.866,2911740.649,6124181.67,7285626.366,22625.51529,5209757.047,8408139.473,8376121.267,8564235.758,11369748.62,12796409.12,11430391.91,23833.89092,34817.38256,164512.6402,104513.3924,477938.4029,562833.5217,426815.4354,607574.6953,548745.4005,469858.9276,542457.2594,364036.8123,505404.7859,490290.8457,752999.7898,552595.8876,892707.117,1702944.054,581041.0823
2.602781643/295.0939958,1807.463385,0,4122.640755,32381.81654,960.4921174,5651.075371,53188.72352,0,11540.93241,16865.44164,3608.421318,19438.51458,37482.469,10591.60107,20013.38539,51476.13101,17206.10895,34341.11998,152690.0637,68688.24509,197939.2046,168554.3332,14447.59372,2238.203057,420789.4309,191220.7463,5401.600497,5026.413839,653086.7772,50685.49156,4661.142834,2442.678506,60844.55904,0,4149.39956,136948.948,581.6002254,7866.925286,210959.9476,253607.3515,232283.6496,492559.8133,190861.8905,807095.6982,499851.4311,427188.4403,1088341.04,702527.9077,925330.2725,912897.8418,119611.4111,188512.9063,1834002.666,1066702.268,679279.5966,1140851.89,51550.25046,4391.303313,243484.5176,159101.9716,139642.8213,204035.6108,213383.4821,130876.1758,198107.7677,180329.6436,169729.6204,282560.4691,283177.5232,37832.35364,458391.2036,29961.84923,111601.9629,632375.608,14688.13371,40148.18307,96699.62779,54688.6072,51764.89108,71120.19801,58555.57738,111612.147,38218.70517,87780.71445,3512.399833,140345.2491,5283.068873,20742.97447,65166.28457,131226.0412,0,171435.7103,141107.8964,558568.1223,19723.95409,206429.2597,2476864.785,46981.23968,499742.5359,1150720.304,144059.3842,551675.5076,952987.1573,27098.48297,139241.0467,152059.6581,1924630.432,95135.32129,437560.8504,1359032.224,910419.0725,48175.28653,187482.6842,497701.9499,310504.8841,265246.0712,151964.7378,284143.339,286852.2218,100784.2702,262939.7488,211322.9017,101049.3844,212780.9389,2133.544841,137703.7745,226784.5834,578813.8974,330150.4201,377645.9921
5.138673098/329.1396888,177737.9683,52700.51806,112939.3992,110220.4887,51240.13193,94851.42115,103868.1834,26027.68305,114504.4288,63750.14259,117503.1791,133105.6879,136985.1828,125584.8884,102977.0015,121869.6455,145831.2466,133850.4461,258585.2362,93382.61123,143826.9745,133925.1212,36499.35386,142174.3821,136399.9995,109611.9373,6257.153316,126041.1704,161012.5865,81903.13235,17131.35027,118777.3645,57817.6253,5444.694231,169692.2538,157722.8222,1218.186709,61855.19913,142762.6475,105510.3826,124136.5151,67606.61854,15306.05009,137359.9463,133448.9888,27380.54079,127025.6209,74692.09291,40688.06532,105374.7211,29647.42927,1363.917677,76468.71929,65599.10148,21975.5545,35970.58414,193365.578,167845.8436,125960.0715,54095.18006,86277.14952,138249.5796,225294.0806,89541.34806,20589.59573,222565.1536,95943.1306,20371.5408,369872.9057,149326.3258,59201.04605,468211.5101,136370.1185,129876.532,170658.059,95773.64896,97978.39378,133126.2134,96842.44603,243837.1182,111477.263,64377.2035,118650.8279,156635.0261,48132.1648,63099.89362,10454.84576,55381.0998,84677.02479,42700.453,4899.823655,50588.09052,132567.2728,92347.72996,89927.55948,142555.9387,90888.87318,72055.8048,51847.94349,84478.23649,106168.5498,73351.43841,52059.11526,142809.0105,60491.2732,92086.59173,33853.14665,147951.5045,73615.64539,86809.85271,68648.0908,59715.50898,189091.6277,133093.8593,71540.06421,393006.0034,172844.9555,34207.38627,542861.0723,229847.5089,52860.43185,689610.0867,123602.628,63578.22824,765812.377,263605.2023,36476.31335,1005989.501,600170.6749,118908.1436
2.305851683/357.876648,5519.608586,1623.637733,1299.022385,57938.80531,6300.660572,34447.96429,64438.39373,17404.68528,20214.51602,74620.46338,57821.77111,20643.10984,106493.8708,66509.41556,14996.30434,110050.9276,80518.23826,95284.58293,152147.7534,68878.62507,66641.53745,580432.1219,274195.6263,322806.4371,469074.2212,595583.6854,94147.50611,406567.294,590201.7424,672648.0369,172724.2836,373823.1234,748799.6747,136601.4938,458866.4198,1120235.974,118569.1404,624188.8215,0,0,0,1071.340715,760.488092,1893.92857,1464.68647,1008.399658,1226.265515,1674.315296,1691.718846,6274.816306,2639.553439,726.7583101,9403.00138,3671.425898,0,1015.031712,123061.7702,134471.9369,84949.51,315967.0228,278350.3059,209164.0975,451234.7949,414177.0488,232090.2386,446708.1324,506243.395,399882.0366,794578.8566,430443.3854,494003.9946,1132769.186,479618.5095,681292.2819,10179.08181,9814.632923,19775.83606,23594.24806,27857.20881,63884.25063,24959.32179,61457.10531,34920.52115,54248.30826,27614.47935,37864.55666,31706.44952,45611.77125,96302.01979,75645.02682,3031.025524,120107.3597,110008.0459,115161.9495,49678.96353,370699.0056,225184.5554,185936.8045,518168.4908,384184.0711,292379.3167,505751.2461,576072.5561,57771.12209,358497.7094,654553.6106,487018.5835,501100.8682,994479.0588,673034.7987,564843.594,20747.18197,60727.06176,101408.8401,61948.92959,235932.6902,261547.0164,253488.0394,311239.3693,215958.1966,256305.5987,336606.4963,148637.3865,319847.4064,435642.9164,297589.3839,430694.4589,854294.8656,664035.2855,548659.9645
