,2mem_BtCv_12pt5hr-1,2mem_BtCv_12pt5hr-2,2mem_BtCv_12pt5hr-3,2mem_BtCv_12pt5hr-4,2mem_BtCv_25hr-1,2mem_BtCv_25hr-2,2mem_BtCv_25hr-3,2mem_BtCv_25hr-4,2mem_BtCv_30hr-1,2mem_BtCv_30hr-2,2mem_BtCv_30hr-3,2mem_BtCv_30hr-4,2mem_BtCv_35hr-1,2mem_BtCv_35hr-2,2mem_BtCv_35hr-3,2mem_BtCv_35hr-4,2mem_BtCv_40hr-2,2mem_BtCv_40hr-3,2mem_BtCv_40hr-4,2mem_BtCv_45hr-2,2mem_BtCv_45hr-3,2mem_BtCv_45hr-4,2mem_BtPs_12pt5hr-2,2mem_BtPs_12pt5hr-3,2mem_BtPs_12pt5hr-4,2mem_BtPs_25hr-1,2mem_BtPs_25hr-2,2mem_BtPs_25hr-3,2mem_BtPs_25hr-4,2mem_BtPs_30hr-1,2mem_BtPs_30hr-2,2mem_BtPs_30hr-3,2mem_BtPs_30hr-4,2mem_BtPs_35hr-1,2mem_BtPs_35hr-2,2mem_BtPs_35hr-3,2mem_BtPs_35hr-4,2mem_BtPs_40hr-2,2mem_BtPs_40hr-3,2mem_BtPs_40hr-4,2mem_BtPs_45hr-2,2mem_BtPs_45hr-3,2mem_BtPs_45hr-4,2mem_CvPs_12pt5hr-2,2mem_CvPs_12pt5hr-3,2mem_CvPs_12pt5hr-4,2mem_CvPs_25hr-2,2mem_CvPs_25hr-3,2mem_CvPs_25hr-4,2mem_CvPs_30hr-1,2mem_CvPs_30hr-2,2mem_CvPs_30hr-3,2mem_CvPs_30hr-4,2mem_CvPs_35hr-1,2mem_CvPs_35hr-2,2mem_CvPs_35hr-3,2mem_CvPs_35hr-4,2mem_CvPs_40hr-2,2mem_CvPs_40hr-3,2mem_CvPs_40hr-4,2mem_CvPs_45hr-1,2mem_CvPs_45hr-2,2mem_CvPs_45hr-3,2mem_CvPs_45hr-4,3mem_Full_12pt5hr-1,3mem_Full_12pt5hr-2,3mem_Full_12pt5hr-3,3mem_Full_12pt5hr-4,3mem_Full_25hr-1,3mem_Full_25hr-2,3mem_Full_25hr-3,3mem_Full_25hr-4,3mem_Full_30hr-2,3mem_Full_30hr-3,3mem_Full_30hr-4,3mem_Full_35hr-2,3mem_Full_35hr-3,3mem_Full_35hr-4,3mem_Full_40hr-2,3mem_Full_40hr-3,3mem_Full_40hr-4,3mem_Full_45hr-2,3mem_Full_45hr-3,3mem_Full_45hr-4
4.75337138/198.1487488,0.4572914,0.3190272,0.4140741,0.5938345,1.0660496,0.4763939,0.2883818,0.3907926,1.0689488,0.6049633,0.4425742,0.5129559,0.7907214,0.663872,0.6176191,0.6462934,0.6015933,0.6260496,0.6497252,0.7689931,0.5675863,0.6182993,0.3351719,0.3763106,0.7040169,0.7243967,0.6240547,0.3993983,0.6954488,0.8664645,0.5178458,0.4783551,0.5688538,0.570758,0.4588113,0.4408528,0.6175564,0.8521699,0.314911,0.5086955,0.8351851,0.322914,0.8591123,0.4846628,0.4161345,0.4792547,0.3380299,0.377045,0.8752226,1.1164344,0.3858647,0.4042662,0.8264301,1.1658316,0.4239578,0.3011537,0.8592587,0.3895005,0.4729827,0.8435114,0.5630143,0.5261953,0.5000012,0.8936934,1.2967978,0.3318883,0.6065405,0.3335387,1.2783586,0.7948425,1.0205723,0.5727939,0.6784636,0.7362334,0.6865837,0.8385608,0.7884992,0.6237185,0.8031655,0.5062183,0.5501556,1.058229,0.9145004,0.5823415
6.574455221/405.4197068,0.662799,0.4406526,0.1354981,0.4816306,0.8213235,0.3951721,0.1379387,0.5642376,0.7580969,0.6440758,0.1356398,0.6444573,0.4735372,0.3473143,0.1396118,0.7155091,0.5098193,0.1437496,0.8108175,0.4919765,0.2909364,0.6963738,0.5397506,0.2916614,0.4640696,0.7732835,0.7336207,0.7424113,0.7886322,0.4537028,0.8387739,0.1405141,0.7016542,0.297621,0.5256488,0.1734884,0.7247219,0.3253978,0.1509728,0.8974285,0.4571708,0.2747656,0.5563809,0.918611,0.452393,0.9118468,0.3953084,0.460314,0.7342348,1.1093474,0.483139,0.3895637,0.872127,1.188612,0.7858442,0.1406824,0.8489521,0.7872645,0.8052461,0.8090141,0.5277316,1.2628615,0.8508832,1.3142072,1.2910923,0.5468658,0.78931,0.7652279,1.3340297,0.5942551,1.095634,0.8948803,0.7162968,1.0706114,1.0533896,0.765473,0.9318361,0.5755057,0.5167111,0.9486334,0.9696395,0.7859704,0.9317132,0.6045692
4.765266763/555.301331,0.3297995,0.8879972,1.121557,1.0513782,1.2319081,1.4373418,1.4583503,1.8821383,1.5156433,1.795575,1.6003276,2.2076132,1.2086014,1.6504097,2.3738306,1.8405101,1.60343,1.7439634,2.4192498,1.8809732,1.7843015,2.3763145,0.8600931,0.9129845,0.759518,1.0503696,1.6591688,1.1221941,1.7190562,1.2175569,1.62782,2.3983983,1.8153434,1.2739919,1.7518917,1.2013165,1.6658421,1.1783235,1.1266624,2.063808,1.8917143,1.6204923,2.2661748,0.1591524,0.1540993,0.1588514,1.1139396,0.8788213,1.1397337,1.3374575,1.2153508,1.181839,1.3396066,1.6185508,1.46389,1.2035536,1.6102705,1.613321,1.6892669,1.8194183,1.8007328,1.8640722,1.9082991,2.1837029,1.1820246,1.5335937,1.4644635,1.4019817,1.8489394,2.8374038,2.6424663,2.4105037,2.1802156,2.67171,2.7015004,2.7349509,2.5137281,2.7712881,3.2836544,2.2918447,2.8248374,2.3591357,2.9266179,2.6968982
7.484052135/153.1271226,1.0174386,0.8118301,0.7766949,0.9759014,1.303634,1.0109632,1.0802991,1.4902862,1.1022426,1.6027888,1.6284451,1.6842836,1.1045376,1.7980836,1.58847,1.8815123,1.9819054,1.8823222,2.3188041,2.3475203,2.0861021,2.9369267,0.9529957,1.1160218,1.2646607,1.1610562,1.2429665,0.9518687,1.1700704,1.0024453,1.2528638,1.3193728,1.7897768,1.8750976,0.8916918,1.1461266,1.8448462,1.2269308,1.6375164,1.7360066,1.7347953,1.4643622,1.9226018,1.2427495,0.8674956,0.6170706,0.7648225,0.9223175,0.8294375,1.1435575,0.5820012,0.8131325,0.992035,1.4916899,0.9288166,1.006344,0.5108792,0.8677278,0.986757,0.6869808,1.54297,1.0654841,1.5747842,0.6469715,0.9725232,1.2784741,1.0742622,1.3986528,0.8479729,0.8592591,1.9082563,1.9143481,1.8962916,1.9543259,2.1841157,1.8470149,2.1592262,2.0127555,2.160576,2.0593142,2.4443656,2.805618,2.9490414,2.6781605
5.12983861/273.1670312,5.081691,5.4638841,5.9238027,4.946636,6.4968251,5.8935838,6.6155316,5.6859544,5.719569,6.6826204,7.4146715,6.0811537,4.8834644,6.5021168,8.3416998,5.9320662,7.7368841,8.0675716,6.3277153,7.8713135,8.5146864,6.3131668,5.2188236,4.8677231,5.3837529,5.3432102,7.3193397,6.8145282,6.7914504,5.3195238,7.9696234,7.4515504,6.73975,5.6154185,8.0468213,7.3336093,7.2810753,8.2779984,7.1610173,7.5250722,8.7015709,5.8885923,7.6981485,1.0707826,0.989085,2.4122601,1.4176266,1.4918467,2.5836147,0.6256243,0.6676468,0.6086847,2.4471252,0.6479074,0.7073365,6.7035504,1.5830787,0.6396318,0.9361401,1.7683141,2.2084533,0.6305668,0.8714897,0.6647645,6.1897944,5.6657313,5.0565096,4.8038861,5.955557,6.888775,5.3516505,5.8718416,6.8575984,5.0976623,5.8852783,6.994006,5.3889129,5.7026596,7.3215896,4.4740002,5.8722172,7.8178466,5.5821644,5.7108522
0.350633174/175.0586614,0.4660743,1.2855359,0.8760461,0.4548059,0.6102473,0.8357709,0.9853021,0.6896851,0.4728549,0.9353077,0.6763114,0.464529,0.5302232,0.5474973,1.0732271,0.4909231,0.7215304,0.8323938,0.9359876,1.0784981,1.2220543,1.0032384,1.494188,0.8392881,0.5595707,1.4327028,1.5773124,1.0071554,1.2133762,1.5079489,0.9615732,1.5468462,1.4859023,1.8958807,0.890218,1.9451873,1.4492104,1.1459644,1.727553,1.5403056,1.061678,1.3785729,1.2052179,0.8149328,1.1721742,0.7301136,1.3997464,1.5303475,1.2379423,2.4115469,2.6978981,2.4049311,1.8388388,2.7001894,2.5403295,0.7415364,2.4583106,3.1220125,2.7073145,2.5595913,4.5120476,3.3280435,1.9510276,3.277212,0.3944999,1.3359115,0.6521164,0.5788282,1.2576442,0.7992614,1.1193064,0.8866774,1.0060322,1.1070529,1.0349125,1.3125528,1.6178954,1.3138326,1.3938118,1.3606344,1.2488846,1.662794,1.8977448,1.7334136
2.381181962/172.0965678,0.4290108,0.5639253,0.5123221,0.7903289,0.8384496,0.6695363,1.2483333,0.6697715,0.5121558,1.1025206,1.3144088,1.1337443,1.1619329,1.0738697,1.5191392,0.9995671,1.2184293,1.4376271,1.0284413,1.4326021,1.6634949,1.3384769,0.6741437,0.8315234,0.4788181,1.2638985,0.870903,0.9855499,1.1187206,0.540651,1.0043,0.9820702,0.6777773,0.6439113,0.9572769,0.5787933,0.770367,0.7750943,0.548332,0.5783625,0.7321476,0.4795636,0.7753002,1.0353367,0.8983763,0.5169531,1.399182,1.9082088,1.100361,1.2017989,1.540492,2.5887112,1.2661308,1.8051056,1.5440767,0.8187835,1.9140201,1.599075,2.4175337,2.0786048,1.4363189,1.7363282,2.1679627,2.1934572,0.8338871,0.4254585,0.5427212,0.4739433,0.7777233,0.6656522,1.2768537,1.1046629,0.969196,0.901673,1.1142572,0.9931391,0.8958649,0.7960557,0.9557462,1.0520008,1.1672351,0.9556473,0.8675264,1.3064426
2.155817461/584.6621041,0.14161538,0.1196835,0.11638616,0.29066403,0.20998967,0.11712185,0.1184825,0.11263187,0.09847303,0.11890377,0.11650787,0.11619545,0.12948707,0.11882725,0.11991964,0.1111431,0.12079134,0.12347379,0.11425567,0.12006385,0.12579435,0.11116721,0.49369654,0.73530777,0.56490858,0.68653127,0.96568477,0.58497283,0.58337822,0.83878402,0.82596359,2.39465605,0.85243783,0.45936638,0.60735535,0.48566934,0.79891091,0.75039374,0.413011,0.48098674,0.86296421,0.88578265,0.86245003,0.35375879,0.48835928,0.45292275,0.36770456,0.37763629,0.6795353,0.33080315,0.37702671,0.58334586,0.56529506,0.09974481,0.54904517,0.12083916,0.30755652,0.45747793,0.34125172,0.27476635,0.25294822,0.41112607,0.12435743,0.34633594,0.12535932,0.32350385,0.11481512,0.11273245,0.46806184,0.50792498,0.45956262,0.47500394,0.34095925,0.50546191,0.43096185,0.37717604,0.1588146,0.45070234,0.4833711,0.24551203,0.4177633,0.11974126,0.10918367,0.27069391
2.201590069/229.1543115,0.879945,1.1834504,1.5852239,1.6391717,1.0132613,1.097757,2.9714519,1.2736003,2.2042045,1.4730619,3.080221,1.5497089,2.1727448,1.464744,3.4743259,1.674391,2.2298463,3.3833869,2.245421,2.5360741,2.0709911,2.1131697,1.7434841,1.6772222,1.0978407,1.3189305,1.6804637,1.9412049,1.9441459,1.0108644,2.2513076,2.4762167,1.5511433,1.0896471,1.9451481,2.0346307,1.704642,3.7985368,2.1529529,2.3075439,2.4944668,1.4365681,1.9176372,1.4996047,1.2719788,1.264329,1.7209745,1.6226262,1.4404094,1.5476691,1.7457846,2.3882518,1.5432944,1.6410618,1.9421275,3.100942,1.9072141,2.0978642,2.930077,2.0635094,1.999157,2.0899977,2.7074175,2.4328754,0.9151679,0.7152639,2.5231286,1.0109407,0.7950928,1.4649538,2.7259178,1.4510394,2.5518349,1.337089,2.614513,1.4311839,3.0197409,2.5750987,3.9568437,2.7671168,1.4359784,1.9993679,3.0806152,1.839565
2.626776379/214.1071625,1.7337841,1.083869,1.2410807,1.5115366,2.0310982,1.7015784,1.7579757,1.3476818,1.9637112,1.8665161,1.9941717,1.8332987,1.6988048,1.3638015,1.915707,1.9563125,1.9271621,2.3386641,1.64288,1.8141197,2.2415703,1.582664,0.8191463,1.1363938,1.7436653,1.7514182,1.3645899,1.4182919,1.6630613,1.5494513,1.2581954,1.4010779,1.4706852,1.5059646,1.3276727,1.4658042,1.8423136,1.2809028,1.5289476,1.6526965,1.4315831,1.1235641,1.6340555,0.9189298,0.7585572,0.9788512,0.7326221,0.7078084,0.8134935,0.6102042,0.7344007,1.2188322,0.8305653,0.6484007,1.0584711,1.8777163,1.3472052,0.6909793,1.0084961,1.1245596,0.3353413,0.7151939,1.0491731,0.8801271,1.7382658,0.4040315,1.7894304,1.1874979,2.2497421,1.1647383,2.1375893,1.5752933,1.3594088,1.8585094,1.4557976,1.1774685,2.2935397,1.3664023,0.6412309,1.7551811,1.6912203,1.1857199,2.1433177,1.4972891
3.036816876/493.3007576,0.316681,0.5392439,0.6013338,0.6606337,0.6800024,1.1522721,1.0181052,1.133043,0.7716802,1.3698252,1.1841157,1.1848279,0.7989462,1.2671539,1.4313273,1.3574454,1.7429679,1.5537626,1.6237722,1.8107151,1.5500141,1.5775912,0.4038422,0.4901371,0.3082352,0.1602013,0.3756349,0.5468606,0.648692,0.3616596,0.6487419,0.5831177,0.7383772,0.2875337,0.4157356,0.6969448,0.8203296,1.3134427,0.7473165,0.8730318,0.5337921,0.1552379,0.9435919,0.8067513,0.8957341,0.7320737,1.148553,1.2347446,1.1861458,0.6549079,1.2816361,1.4264329,1.1871719,0.9014393,1.5077431,0.4257246,1.1548042,1.7131688,1.874486,1.8057289,0.6587881,1.7738356,1.8426797,1.7514574,0.7589901,0.7049625,0.5902101,0.8553049,0.3132962,1.2109772,1.0012069,0.997512,1.211965,0.9566334,1.1577183,1.3016929,1.2333047,1.1973049,1.9725801,1.0644272,1.2786799,1.5992035,1.4023,1.3334236
2.432231025/178.0860447,1.3068096,1.2137511,1.1669302,0.985079,1.5323304,1.4091569,1.6512162,1.3436933,1.353059,1.7205017,1.8817508,1.4927738,1.302794,1.6313919,2.1945912,1.5881686,2.1968993,2.2160715,1.7039594,2.2751442,2.469679,1.995832,0.8268964,0.9967518,1.0434771,1.0511076,0.9289015,1.4487201,1.1362605,1.0421485,1.3705538,1.0280621,0.8448155,1.2701112,1.1962037,1.0369331,1.0724391,1.2896577,1.0196433,1.2019841,1.0535521,0.9563424,1.0634786,1.2279479,1.297421,0.7727189,1.5513927,1.5075482,1.3371283,1.4441365,1.7768735,1.9118072,1.504829,1.6788448,2.0602103,0.9848203,1.9081726,2.2204301,2.4012143,2.0745939,1.9527866,2.49047,2.5601405,2.6205043,1.0212199,0.6329957,0.8295179,0.7314038,0.8041025,1.2835291,1.3124485,0.9474377,1.3552816,1.3221245,0.8322589,1.3321946,1.7107243,1.4578338,1.5155253,1.3476085,1.5648491,1.8095187,1.9525568,1.5250709
2.987214656/502.2653669,0.165133,0.3089148,0.4348322,0.4631719,0.8319422,0.5906533,0.8109537,0.6748233,0.7796739,0.6751336,0.9435572,0.8675366,0.714847,0.9157854,1.2893827,0.9279993,1.1666339,1.2193365,0.8449565,1.3535849,1.2175697,1.2424347,0.3984577,0.3266786,0.1309334,0.3291735,0.5086678,0.337178,0.5240816,0.2033028,0.4183254,0.4031754,0.3405111,0.2980953,0.569555,0.390878,0.3672438,0.8262224,0.3870362,0.5579219,0.6585082,0.16094,0.5118241,0.3517824,0.3799871,0.3501986,0.6588207,0.6312904,0.6593696,0.668381,0.6197978,0.7023009,0.7438359,0.7731384,0.9293067,0.3602586,0.8056097,0.7049766,0.7639294,0.8245565,0.7285685,0.6739487,0.6831975,0.9058522,0.5822881,0.4492012,0.5577233,0.3265442,0.4162918,0.6653132,0.5410541,0.9994254,0.7747068,0.8258064,0.9725093,0.6060241,0.6545146,1.0748668,0.9906461,0.7831509,1.0950341,0.8915126,0.6881924,1.3431103
2.942464983/254.1000473,0.3423214,0.3917276,0.7368898,0.3943086,0.4364389,0.5421772,0.9106484,0.6005334,0.7813492,0.6401422,1.1205344,0.730081,0.4395477,0.6644088,1.1957481,0.8775424,1.0265898,1.2048858,0.8473294,1.0331715,1.31075,0.661319,0.3901366,0.5758324,0.3062312,0.4141621,0.7069511,1.3053359,1.0116501,0.3630199,0.3629663,0.8907104,0.9737916,0.2513267,0.420301,0.5061383,1.0220843,0.4381774,0.334597,0.6758914,0.6377088,0.2320264,0.3723204,0.6388326,0.5994381,0.5745787,0.9315681,1.200349,1.1551358,1.6445962,1.2535803,1.4232191,1.3223666,1.6428197,1.5691731,0.6520413,1.724972,1.2332817,1.5631264,1.5628206,1.4422568,0.8627125,1.371439,1.6813151,0.5151331,0.253497,0.5543766,0.2488605,0.9507275,0.6698396,0.7184134,0.7289707,0.8991816,0.8105366,0.9283792,0.6272511,0.7620878,0.7691308,0.2878656,0.7551644,0.7573879,0.9444832,0.7622208,0.8364833
2.655919286/209.0412445,0.8566299,0.7930486,0.8162314,0.6318843,1.7086735,1.6270235,1.4056576,1.7530591,1.7990326,2.3069262,1.8066245,2.2464583,1.8821846,2.1549548,2.6670382,2.5676588,2.5709872,2.6872746,2.8288991,2.9335564,3.2560538,3.3311378,1.4629742,1.5953668,1.5909093,2.5162733,1.6577972,2.734171,3.220951,2.6942001,1.5337481,3.7007878,3.6700541,2.529812,1.607226,2.3253781,4.887947,1.8358111,2.0203752,4.994326,1.7970607,1.8590925,4.0239471,0.4577649,0.5901241,0.5770931,0.4647829,0.2763224,1.0001084,0.7785964,0.5030447,0.2699837,1.1629027,0.9112545,0.3030592,1.1437652,1.0639318,0.2875259,0.2663126,0.8160789,0.4888246,0.1407334,0.140541,0.3296649,1.7672255,1.1313172,1.0603293,1.1314602,3.2972832,2.477429,3.4779041,3.5452738,2.8591829,3.7865021,3.7727458,2.9843627,4.7590869,3.5425072,3.2402426,4.4338134,3.547091,4.7611339,5.7430538,3.373907
3.311553565/345.1884121,0.5847632,0.7727215,0.5551399,0.4129158,1.077944,0.6290805,0.5958198,0.2712643,0.4018796,0.8712227,0.4643976,0.5682632,0.3542441,0.5358733,0.5993405,0.4012414,0.5676766,0.6281061,0.3419098,0.4606182,0.7783516,0.3797191,0.8449352,0.3234723,0.4341674,0.3705259,0.7605899,0.3776751,0.3988756,0.3729841,0.7254144,0.3445545,0.3066577,0.2808854,0.7376002,0.3904461,0.3327867,0.6107776,0.6468117,0.3176256,0.6513617,0.1516485,0.3166906,0.7775431,0.3110576,0.4343847,0.6576654,0.411714,0.3100187,0.3707706,0.6252316,0.4387055,0.3051349,0.405105,0.58019,0.5472085,0.3139502,0.5676103,0.3444731,0.4328368,0.2779261,0.5972241,0.3905238,0.3604708,0.6501484,0.8539971,0.5168902,0.3785481,1.1166502,0.8610804,0.6911235,0.6035184,0.461244,0.627297,0.7205926,0.7064467,0.7703052,0.6417426,0.4233499,0.4601528,0.4907738,0.6483038,0.674133,0.3645597
4.634650235/278.2111461,1.5547509,1.1302764,0.937804,0.9845911,2.0344204,1.6970278,1.9996016,1.7100514,2.1719047,2.511696,2.21086,2.2201406,2.1426815,2.0539743,2.6191527,2.4353389,3.0082267,3.079189,2.5339233,3.2055642,3.2548688,2.848988,1.2174106,0.8070505,1.0668232,1.3140889,1.5021475,1.6788623,1.8987083,1.3839357,2.0498848,1.8258557,2.1631481,1.5248946,1.8793501,2.3132179,2.804239,2.3243724,2.6188628,3.2559602,2.6674619,1.5502953,3.3441729,0.6771884,0.4615975,0.8060927,0.5103927,0.6013919,0.775605,0.6988185,0.4685418,0.5991492,0.7850883,0.6134738,0.5927275,1.3941305,0.7727742,0.4388422,0.4133827,0.5450482,0.5388029,0.4687727,0.444845,0.5302752,1.7213378,0.7361509,1.1334902,0.9052188,2.2962109,2.1080432,2.3251052,2.5215888,2.5511562,2.6783104,3.0015052,2.9064454,3.4933693,3.300555,3.9636347,3.3315924,3.8106042,3.7718213,4.270944,3.757148
3.350044112/256.1538948,0.7720601,0.9886931,0.7715363,0.7224402,0.721554,0.4939643,0.5950615,0.4229163,0.8055402,0.6245902,0.6232645,0.4940911,0.416633,0.431075,0.4958155,0.5137852,0.572756,0.7248257,0.4787331,0.7682762,0.9667425,0.3813517,0.4619041,0.5097871,0.518373,0.3442735,0.4838251,0.4054608,0.5003683,0.3563357,0.6531997,0.4003562,0.3579245,0.2653594,0.3757126,0.3443741,0.5172033,0.4007874,0.2870082,0.3725999,0.6180134,0.1432661,0.5785753,0.6790521,0.2955687,0.8216715,0.3921553,0.5236724,0.3105391,0.6002168,0.3538295,0.4288541,0.4453416,0.5259131,0.3077436,0.4827771,0.3696043,0.468877,0.447147,0.6408788,0.4820199,0.4022863,0.4109988,0.6270756,0.6481163,0.675713,0.7760577,0.6423177,0.8526954,0.7336707,0.6570445,0.4693816,0.6816167,0.5921251,0.5125433,0.6096548,0.6815938,0.4092898,0.4746276,0.3785012,0.7955504,0.6704691,0.8172701,0.7614493
2.437177497/176.081743,0.4634828,0.409629,0.8821724,0.4065475,0.8755175,0.9129247,1.1072963,0.7125576,0.6146764,1.534151,1.5282647,0.9535808,0.87602,1.5413078,1.6635169,1.2007689,1.7561857,2.0160642,1.1448869,1.894154,2.0640884,1.4679844,0.7999457,1.1579294,0.7805489,1.0794571,1.183346,1.3770018,0.8964883,1.2527188,1.1376076,1.758835,1.1572568,1.1586574,1.4108046,1.7729244,1.2242026,1.6333928,2.0027366,1.3327594,1.7559698,0.9574243,1.7766848,0.9303937,0.6850519,0.5740689,0.6431833,0.6773928,0.4611473,0.8627431,0.7989899,0.8347214,0.8668429,1.1562655,1.1166852,2.7686622,1.1627526,1.111618,1.3900235,1.1346665,0.9722615,1.2904145,1.4840601,1.2274154,0.5321453,0.3920506,0.4915899,0.4664182,0.7040961,0.9125416,0.8622863,0.8097323,0.8361411,0.6522127,0.5975828,1.0581964,1.089831,0.6930707,0.8062156,0.7055704,1.1168152,0.977967,0.9169795,0.9850385
2.569592279/426.1394777,1.2732169,2.6021983,1.3406595,1.1848663,2.8008731,3.3328688,2.9703126,2.7040901,3.5872868,4.5196559,3.7236005,3.6250196,3.552149,4.8725623,4.9757763,3.9181417,6.6237335,5.3803151,4.183192,7.3390033,5.8067342,4.7254762,2.0366902,1.7233524,1.0686884,2.087426,3.1835432,2.5145356,2.6526912,2.2681508,3.8342667,4.1027482,2.9277005,1.5514188,3.9932383,3.2863751,3.6309498,4.3207734,4.1307632,3.9567474,5.1733304,2.1402263,4.2297839,0.2141413,0.2073422,0.2137363,0.2047696,0.2002989,0.2042893,0.1759354,0.2072752,0.2038011,0.3380225,0.1729455,0.2098495,3.9750276,0.2045646,0.2150466,0.2272696,0.2014295,0.4385818,0.2159159,0.2156209,0.2082106,1.7722526,1.789592,1.5375968,0.9737359,2.1580843,3.5055073,2.8583072,3.2547065,4.1771589,3.1809541,3.7753938,3.7030449,3.3240103,3.8043636,4.412879,3.2693799,3.8287624,5.1368802,4.4815534,4.1319318
2.653909608/383.0764908,18.3917372,5.9273486,5.5289282,4.3818762,3.4140745,15.8935107,5.2269336,17.5732287,5.6248665,18.6535198,3.17765,5.7729688,5.4698114,17.1211528,3.6852703,19.206635,20.3116024,6.3155414,19.0611001,21.4621679,6.3835221,20.8924293,5.6410063,4.7175131,14.8037534,21.2295394,7.2227714,5.330989,2.9999601,5.9653004,3.7785059,6.4603818,17.5321894,6.0828108,21.3625058,5.3331229,18.9786496,24.2323985,5.9631597,3.3990866,4.9459933,4.3753248,20.0892975,2.4947646,0.15265,6.2992015,1.1727885,0.5704341,7.6653097,0.3657074,1.270993,0.7681315,7.2467131,0.4304795,1.1168044,6.522138,4.7078435,1.1475319,0.6202331,1.4093253,0.3228939,0.7712549,0.492651,0.981749,16.557687,15.5166141,4.2176161,12.7003296,18.9160162,16.4328665,5.0396158,7.2447453,2.8696146,5.0811565,3.4077465,16.8172382,5.7797135,6.7872669,5.1023634,3.0188483,19.3541735,20.5005221,6.6885253,19.0434329
2.591105009/368.0949,1.3905073,1.0970842,1.4434378,0.7008946,2.1605514,2.1644068,2.2744285,1.8225561,2.3388933,2.9220918,3.0938121,2.0886485,2.2241546,2.3948898,4.1836889,2.1533066,3.6840977,4.3769248,2.3655475,3.719471,4.725573,2.7328202,1.2602052,1.1856797,0.9583617,1.6306979,2.4110645,2.0723207,1.762214,1.384783,2.7549691,3.5747166,2.0051604,1.8757538,2.6899672,3.3960433,2.3542973,2.8467586,3.8478237,2.2923803,3.6152198,1.5055002,2.4123021,0.1456376,0.1410135,0.1453621,0.3231363,0.1362233,0.5097681,0.1196538,0.1409679,0.1386052,0.4705234,0.1176203,0.1427187,3.1088558,0.1391244,0.3102361,0.1545662,0.1369923,0.2982797,0.1468445,0.1466438,0.1416041,1.3179206,0.8512655,1.0107319,0.4879011,2.2237397,1.8638965,2.5568756,2.1512937,2.1899565,2.4999801,2.5071798,2.2686076,3.1940173,2.3519654,1.2704914,2.196242,2.5469273,2.8691238,3.4588239,2.6729984
4.751522973/500.2046611,0.8601405,1.7621118,2.0812424,1.6834567,2.1847907,1.2726089,2.4086569,1.8296699,1.9748739,3.070946,2.4777816,2.4087719,1.439441,1.4835265,1.6558841,2.4390996,2.6600308,3.3539172,2.9815473,3.0264388,1.7993369,2.9869,1.7250355,1.0651445,1.4143263,0.8525227,2.4615444,2.1360324,2.2045099,1.4455946,3.0676072,2.3071542,2.2377019,1.4627611,2.2929054,2.0934923,1.9014895,3.2272067,2.2517671,2.6551617,3.1579354,1.722266,2.9187592,0.2098425,0.2031799,0.5872776,0.3679547,0.196278,0.795433,0.1724036,0.2031143,0.1997099,0.6189585,0.1694737,0.2056369,2.594937,0.2004581,0.2107296,0.2227073,0.3743697,0.4297775,0.2115815,0.2112924,0.2040309,1.7491448,1.3859184,1.5040899,1.0822286,1.272753,2.2515176,1.2840704,1.9558716,2.3607898,2.1454067,2.4643875,2.1615548,1.5934543,2.0716275,2.2193858,1.3583476,2.8830543,1.9442139,2.4795253,1.8509701
3.811985963/1151.345369,1.2636742,1.6922618,0.8437003,0.7489825,1.4279959,1.6337301,1.3637938,0.8653799,1.548786,2.8294042,2.2610864,1.8094741,1.6038896,3.0319582,3.2707468,2.8571838,4.1299595,3.6662307,2.7586575,4.743522,4.34836,3.8616961,1.5005848,1.3015285,0.6306553,0.7421206,1.750879,1.133061,0.7853025,0.5158427,2.3570932,1.7552502,1.1765345,0.2874017,2.6178352,1.8668202,1.821431,1.8222993,2.642382,2.0941831,3.4040089,0.898261,2.7475356,0.1388479,0.1344394,0.1385853,0.1327713,0.1298725,0.1324599,0.1140754,0.1343959,0.1321434,0.1281723,0.1121368,0.1360651,2.1210963,0.1326384,0.1394348,0.1473602,0.1306056,0.2843737,0.1399985,0.1398072,0.1350024,1.2813334,0.9750097,0.6184487,0.5290387,1.3670087,2.0981944,1.4475072,1.42009,2.6462526,1.8003471,1.9717315,2.8976861,1.7633796,2.1841981,3.0997074,1.6376644,2.7954147,3.8026773,3.055392,3.7541765
4.087525222/577.2358636,0.3235577,0.8304576,1.0013781,0.6342799,1.0727543,1.0792046,1.0610534,0.8439335,1.2704439,1.6148894,1.8878223,1.2335223,0.6427081,1.3491253,2.0219666,1.4813659,2.6576689,2.2032485,1.9634823,2.9329552,3.2049752,1.9390395,0.4890371,1.0862624,0.3884652,0.3416926,0.846114,1.3529911,0.9744832,0.198113,1.3929558,1.6741179,0.775333,0.2904857,1.3674202,1.7439973,0.9459717,1.3258433,1.5974761,1.0199669,2.5798727,0.3936213,1.5434816,0.3766288,0.3103677,0.3047197,0.2942552,0.1312661,0.2807296,0.2574692,0.2642912,0.1335613,0.1295477,0.360046,0.1375251,1.9522471,0.1340617,0.140931,0.320831,0.1320071,0.2874252,0.3570998,0.1413074,0.1364511,0.4809927,0.4434157,0.2885293,0.316726,0.6366092,0.5768262,0.6442606,1.1395817,0.6977366,0.7134023,1.4495305,0.7973098,0.4118082,1.2150842,0.5781381,0.5171458,1.7572421,1.4197798,1.3379175,1.7199604
